INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
10106100	10	10	6100	2	1	2	37	30	-1	-1	160	86	-1	2	0	7	3	-1	0	-1	12	-1	-1	-1	-1	2	6	14	5	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106110	10	10	6110	2	1	2	38	50	-1	-1	200	110	-1	2	2	7	3	-1	0	-1	18	-1	-1	-1	-1	2	11	14	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106120	10	10	6120	2	1	2	39	70	-1	-1	240	134	-1	2	2	7	3	-1	0	-1	24	-1	-1	-1	-1	2	16	14	17	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106130	10	10	6130	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106140	10	10	6140	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106150	10	10	6150	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106160	10	10	6160	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106170	10	10	6170	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106180	10	10	6180	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106190	10	10	6190	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106200	10	10	6200	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106210	10	10	6210	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106220	10	10	6220	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106230	10	10	6230	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106240	10	10	6240	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106250	10	10	6250	2	1	2	-1	30	-1	-1	150	72	-1	0	0	7	3	-1	0	-1	12	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106260	10	10	6260	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106270	10	10	6270	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106280	10	10	6280	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106290	10	10	6290	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10106300	10	10	6300	2	1	2	-1	90	-1	-1	450	132	-1	0	0	7	3	-1	0	-1	30	-1	-1	-1	-1	2	6	22	70	14	18	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107000	10	10	7000	2	1	2	230	40	-1	-1	450	150	-1	2	0	7	3	-1	0	-1	13	-1	-1	-1	-1	14	6	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107100	10	10	7100	2	1	2	330	50	-1	-1	450	150	-1	2	0	7	3	-1	0	-1	16	-1	-1	-1	-1	20	8	54	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107200	10	10	7200	2	1	2	231	60	-1	-1	450	150	-1	2	0	7	3	-1	0	-1	19	-1	-1	-1	-1	14	10	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107300	10	10	7300	2	1	2	331	70	-1	-1	450	150	-1	2	0	7	3	-1	0	-1	22	-1	-1	-1	-1	20	13	54	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107400	10	10	7400	2	1	1	430	40	-1	-1	450	150	-1	2	0	7	3	-1	0	-1	13	-1	-1	-1	-1	50	1	14	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107500	10	10	7500	2	1	1	431	60	-1	-1	450	150	-1	2	0	7	3	-1	0	-1	16	-1	-1	-1	-1	50	2	14	10	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107600	10	10	7600	4	1	1	530	62	-1	-1	450	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	22	550	50	2	14	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107700	10	10	7700	4	1	2	531	62	-1	-1	450	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	53	3	50	2	2	50	14	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107701	10	10	7701	4	1	2	667	81	-1	-1	2000	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	22	290	14	30	50	5	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107801	10	10	7801	5	1	2	130	22	-1	-1	150	75	-1	0	0	7	3	-1	0	-1	12	-1	-1	-1	-1	2	5	14	10	53	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107802	10	10	7802	5	1	2	131	42	-1	-1	300	112	-1	0	0	7	3	-1	0	-1	18	-1	-1	-1	-1	2	10	14	20	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107803	10	10	7803	5	1	2	132	62	-1	-1	450	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	2	20	22	70	14	30	53	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107804	10	10	7804	5	1	2	530	62	-1	-1	450	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	22	550	50	2	14	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107805	10	10	7805	5	1	2	531	62	-1	-1	450	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	53	3	50	2	2	50	14	20	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107810	10	10	7810	5	1	2	661	81	-1	-1	2000	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	2	30	22	250	14	15	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107811	10	10	7811	5	1	2	667	81	-1	-1	2000	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	22	290	14	30	50	5	53	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107850	10	10	7850	4	1	18	753	101	52	91	2400	240	-1	0	0	7	3	-1	0	-1	72	-1	-1	-1	-1	2	140	22	1200	14	25	53	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107851	10	10	7851	4	1	2	765	101	52	91	2400	240	-1	0	0	7	3	-1	0	-1	72	-1	-1	-1	-1	22	1250	14	71	50	5	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107852	10	10	7852	5	1	2	753	101	52	91	2400	240	-1	0	0	7	3	-1	0	-1	72	-1	-1	-1	-1	2	140	22	1200	14	25	53	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10107853	10	10	7853	5	1	2	765	101	52	91	2400	240	-1	0	0	7	3	-1	0	-1	72	-1	-1	-1	-1	22	1250	14	71	50	5	53	4	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108000	10	10	8000	4	1	1	132	62	-1	-1	21000	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108001	10	10	8001	4	1	1	531	62	-1	-1	21000	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108002	10	10	8002	4	1	1	530	62	-1	-1	21000	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108003	10	10	8003	4	1	1	661	81	-1	-1	29400	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108004	10	10	8004	4	1	1	667	81	-1	-1	29400	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108005	10	10	8005	4	1	1	673	91	-1	-1	29400	195	-1	0	0	7	3	-1	0	-1	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108010	10	10	8010	5	1	1	132	62	-1	-1	21000	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108011	10	10	8011	5	1	1	531	62	-1	-1	21000	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108012	10	10	8012	5	1	1	530	62	-1	-1	21000	150	-1	0	0	7	3	-1	0	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108013	10	10	8013	5	1	1	661	81	-1	-1	29400	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108014	10	10	8014	5	1	1	667	81	-1	-1	29400	195	-1	0	0	7	3	-1	0	-1	60	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10108015	10	10	8015	5	1	1	673	91	-1	-1	29400	195	-1	0	0	7	3	-1	0	-1	66	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
####	以下是	先知副手							-1	-1																																																				
10110010	10	11	10	3	1	1	-1	2	-1	-1	100	50	-1	0~1	0	7	4	-1	0	-1	-1	3	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110020	10	11	20	3	1	1	-1	12	-1	-1	120	62	-1	0~2	0	7	4	-1	0	-1	-1	6	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110030	10	11	30	3	1	1	-1	22	-1	-1	140	74	-1	0~3	0	7	4	-1	0	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110040	10	11	40	3	1	1	-1	32	-1	-1	160	86	-1	0~3	0	7	4	-1	0	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110050	10	11	50	3	1	1	-1	42	-1	-1	180	98	-1	0~3	0	7	4	-1	0	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110060	10	11	60	3	1	1	-1	52	-1	-1	200	110	-1	0~3	0	7	4	-1	0	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110070	10	11	70	3	1	1	-1	62	-1	-1	220	122	-1	0~3	0	7	4	-1	0	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110080	10	11	80	3	1	1	-1	72	-1	-1	240	134	-1	0~3	0	7	4	-1	0	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110090	10	11	90	3	1	1	-1	82	-1	-1	260	146	-1	0~3	0	7	4	-1	0	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110091	10	11	91	3	1	1	-1	46~50	-1	-1	280	158	-1	0~3	0	7	4	-1	0	-1	-1	19	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110092	10	11	92	3	1	1	-1	51~55	-1	-1	300	170	-1	0~3	0	7	4	-1	0	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110093	10	11	93	3	1	1	-1	56~60	-1	-1	320	182	-1	0~3	0	7	4	-1	0	-1	-1	22	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110094	10	11	94	3	1	1	-1	61~65	-1	-1	340	194	-1	0~3	0	7	4	-1	0	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110095	10	11	95	3	1	1	-1	66~70	-1	-1	360	206	-1	0~3	0	7	4	-1	0	-1	-1	25	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110096	10	11	96	3	1	1	-1	71~75	-1	-1	380	218	-1	0~3	0	7	4	-1	0	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110097	10	11	97	3	1	1	-1	76~80	-1	-1	400	230	-1	0~3	0	7	4	-1	0	-1	-1	28	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110098	10	11	98	3	1	1	-1	81~85	-1	-1	420	242	-1	0~3	0	7	4	-1	0	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110099	10	11	99	3	1	1	-1	86~90	-1	-1	440	254	-1	0~3	0	7	4	-1	0	-1	-1	31	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110201	10	11	201	5	1	1	-1	10	-1	-1	50	50	-1	0	0	7	4	-1	0	-1	-1	9	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110202	10	11	202	5	1	1	-1	20	-1	-1	100	62	-1	0	0	7	4	-1	0	-1	-1	12	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110203	10	11	203	5	1	1	-1	30	-1	-1	150	75	-1	0	0	7	4	-1	0	-1	-1	15	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110204	10	11	204	5	1	1	-1	40	-1	-1	200	87	-1	0	0	7	4	-1	0	-1	-1	18	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110205	10	11	205	5	1	1	-1	50	-1	-1	250	100	-1	0	0	7	4	-1	0	-1	-1	21	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110206	10	11	206	5	1	1	-1	60	-1	-1	300	112	-1	0	0	7	4	-1	0	-1	-1	24	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110207	10	11	207	5	1	1	-1	70	-1	-1	350	125	-1	0	0	7	4	-1	0	-1	-1	27	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110208	10	11	208	5	1	1	-1	80	-1	-1	400	137	-1	0	0	7	4	-1	0	-1	-1	30	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110209	10	11	209	5	1	1	-1	90	-1	-1	450	150	-1	0	0	7	4	-1	0	-1	-1	33	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
10110210	10	11	210	5	1	1	-1	100	50	90	500	162	-1	0	0	7	4	-1	0	-1	-1	36	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	1
