INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
171	6	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	100	100	100	100	2	1440	5760	12960	23040	28800	36000	120	1	1	2	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	1440	5760	12960	23040	28800	36000	120	1	1	2	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	33	33	33	33	33	33	2	480	1920	4320	7680	9600	12000	120	1	1	2	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	33	33	33	33	33	33	2	1440	5760	12960	23040	28800	36000	120	1	1	2	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	1440	5760	12960	23040	28800	36000	120	1	1	2	1	40	60	75	100	120
172	7	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	100	100	100	100	3	1680	6720	15120	26880	33600	42000	170	1	1	3	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	1680	6720	15120	26880	33600	42000	170	1	1	3	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	33	33	33	33	33	33	3	560	2240	5040	8960	11200	14000	170	1	1	3	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	33	33	33	33	33	33	3	1680	6720	15120	26880	33600	42000	170	1	1	3	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	1680	6720	15120	26880	33600	42000	170	1	1	3	1	40	60	75	100	120
173	8	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	100	100	100	100	4	1920	7680	17280	30720	38400	48000	220	1	40	3	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	1920	7680	17280	30720	38400	48000	220	1	40	3	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	33	33	33	33	33	33	4	640	2560	5760	10240	12800	16000	220	1	40	3	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	33	33	33	33	33	33	4	1920	7680	17280	30720	38400	48000	220	1	1	3	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	1920	7680	17280	30720	38400	48000	220	1	1	3	1	40	60	75	100	120
174	9	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	10	10	10	10	5	2160	8640	19440	34560	43200	54000	270	1	60	4	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	2160	8640	19440	34560	43200	54000	270	1	40	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	10	10	10	10	10	10	5	720	2880	6480	11520	14400	18000	270	1	60	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	10	10	10	10	10	10	5	2160	8640	19440	34560	43200	54000	270	1	1	4	1	40	60	80	100	120	11000213	11000217	11000221	11000221	11000221	11000221	100	100	100	100	100	100	0	2160	8640	19440	34560	43200	54000	270	1	1	4	1	40	60	75	100	120
175	10	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	8	8	8	8	0	2400	9600	21600	38400	48000	60000	320	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	2400	9600	21600	38400	48000	60000	320	1	75	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	5	5	5	5	5	5	6	800	3200	7200	12800	16000	20000	320	1	160	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	8	8	8	8	8	8	0	2400	9600	21600	38400	48000	60000	320	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	2400	9600	21600	38400	48000	60000	320	1	75	4	1	40	60	75	100	120
176	11	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	7	7	7	7	1	10000	40000	90000	160000	200000	250000	370	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	10000	40000	90000	160000	200000	250000	370	1	160	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	2	2	2	2	2	2	7	3340	13340	30000	53340	66670	83336	370	1	160	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	7	7	7	7	7	7	1	10000	40000	90000	160000	200000	250000	370	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	10000	40000	90000	160000	200000	250000	370	1	160	4	1	40	60	75	100	120
177	12	12	11000200	11000201	11000202	11000203	11000203	11000203	100	100	5	5	5	5	2	20000	80000	180000	320000	400000	500000	420	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	20000	80000	180000	320000	400000	500000	420	1	160	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	1	1	1	1	1	1	8	6670	26670	60000	106670	133335	166668	420	1	160	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	5	5	5	5	5	5	2	20000	80000	180000	320000	400000	500000	420	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	20000	80000	180000	320000	400000	500000	420	1	160	4	1	40	60	75	100	120
178	13	12	11000200	11000201	11000202	11000203	11000203	11000203	0	0	0	0	0	0	12	40000	160000	360000	640000	800000	1000000	470	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	40000	160000	360000	640000	800000	1000000	470	1	160	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	0	0	0	0	0	0	9	13340	53340	120000	213340	266670	333336	470	1	160	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	0	0	0	0	0	0	12	40000	160000	360000	640000	800000	1000000	470	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	40000	160000	360000	640000	800000	1000000	470	1	160	4	1	40	60	75	100	120
179	14	12	11000200	11000201	11000202	11000203	11000203	11000203	0	0	0	0	0	0	13	80000	320000	720000	1280000	1600000	2000000	520	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	80000	320000	720000	1280000	1600000	2000000	520	1	160	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	0	0	0	0	0	0	10	26670	106670	240000	426670	533335	666668	520	1	160	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	0	0	0	0	0	0	13	80000	320000	720000	1280000	1600000	2000000	520	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	80000	320000	720000	1280000	1600000	2000000	520	1	160	4	1	40	60	75	100	120
180	15	12	11000200	11000201	11000202	11000203	11000203	11000203	0	0	0	0	0	0	14	160000	640000	1440000	2560000	3200000	4000000	570	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	160000	640000	1440000	2560000	3200000	4000000	570	1	160	4	1	40	60	75	100	120	11000600	11000601	11000602	11000602	11000602	11000602	0	0	0	0	0	0	11	53340	213340	480000	853340	1066670	1333336	570	1	160	4	1	40	60	80	100	120	11000200	11000201	11000202	11000203	11000203	11000203	0	0	0	0	0	0	14	160000	640000	1440000	2560000	3200000	4000000	570	1	160	4	1	40	60	80	100	120	11000213	11000217	11000221	11000403	11000403	11000403	100	100	100	100	100	100	0	160000	640000	1440000	2560000	3200000	4000000	570	1	160	4	1	40	60	75	100	120
181	1	14	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	3840	3840	3840	3840	3840	3840	20	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	3840	3840	3840	3840	3840	3840	20	2	1	1	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	3840	3840	3840	3840	3840	3840	20	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	3840	3840	3840	3840	3840	3840	20	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	3840	3840	3840	3840	3840	3840	20	2	1	1	1	40	60	75	100	120
182	2	14	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	7680	7680	7680	7680	7680	7680	40	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	7680	7680	7680	7680	7680	7680	40	2	1	1	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	7680	7680	7680	7680	7680	7680	40	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	7680	7680	7680	7680	7680	7680	40	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	7680	7680	7680	7680	7680	7680	40	2	1	1	1	40	60	75	100	120
183	3	14	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	11520	11520	11520	11520	11520	11520	60	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	11520	11520	11520	11520	11520	11520	60	2	1	1	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	11520	11520	11520	11520	11520	11520	60	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	11520	11520	11520	11520	11520	11520	60	2	1	1	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	11520	11520	11520	11520	11520	11520	60	2	1	1	1	40	60	75	100	120
184	4	14	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	15360	15360	15360	15360	15360	15360	80	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	15360	15360	15360	15360	15360	15360	80	2	1	2	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	15360	15360	15360	15360	15360	15360	80	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	15360	15360	15360	15360	15360	15360	80	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	15360	15360	15360	15360	15360	15360	80	2	1	2	1	40	60	75	100	120
185	5	14	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	19200	19200	19200	19200	19200	19200	100	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	19200	19200	19200	19200	19200	19200	100	2	1	2	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	19200	19200	19200	19200	19200	19200	100	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	19200	19200	19200	19200	19200	19200	100	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	19200	19200	19200	19200	19200	19200	100	2	1	2	1	40	60	75	100	120
186	6	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	23040	23040	23040	23040	23040	23040	120	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	23040	23040	23040	23040	23040	23040	120	2	1	2	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	23040	23040	23040	23040	23040	23040	120	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	23040	23040	23040	23040	23040	23040	120	2	1	2	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	23040	23040	23040	23040	23040	23040	120	2	1	2	1	40	60	75	100	120
187	7	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	26880	26880	26880	26880	26880	26880	170	2	1	3	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	26880	26880	26880	26880	26880	26880	170	2	1	3	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	26880	26880	26880	26880	26880	26880	170	2	1	3	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	26880	26880	26880	26880	26880	26880	170	2	1	3	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	26880	26880	26880	26880	26880	26880	170	2	1	3	1	40	60	75	100	120
188	8	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	30720	30720	30720	30720	30720	30720	220	2	40	3	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	30720	30720	30720	30720	30720	30720	220	2	40	3	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	30720	30720	30720	30720	30720	30720	220	2	40	3	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	30720	30720	30720	30720	30720	30720	220	2	1	3	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	30720	30720	30720	30720	30720	30720	220	2	40	3	1	40	60	75	100	120
189	9	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	34560	34560	34560	34560	34560	34560	270	2	60	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	34560	34560	34560	34560	34560	34560	270	2	40	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	34560	34560	34560	34560	34560	34560	270	2	60	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	34560	34560	34560	34560	34560	34560	270	2	1	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	34560	34560	34560	34560	34560	34560	270	2	40	4	1	40	60	75	100	120
190	10	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	38400	38400	38400	38400	38400	38400	320	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	38400	38400	38400	38400	38400	38400	320	2	75	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	38400	38400	38400	38400	38400	38400	320	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	38400	38400	38400	38400	38400	38400	320	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	38400	38400	38400	38400	38400	38400	320	2	75	4	1	40	60	75	100	120
191	11	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	160000	160000	160000	160000	160000	160000	370	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	160000	160000	160000	160000	160000	160000	370	2	160	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	160000	160000	160000	160000	160000	160000	370	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	160000	160000	160000	160000	160000	160000	370	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	160000	160000	160000	160000	160000	160000	370	2	160	4	1	40	60	75	100	120
192	12	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	320000	320000	320000	320000	320000	320000	420	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	320000	320000	320000	320000	320000	320000	420	2	160	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	320000	320000	320000	320000	320000	320000	420	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	320000	320000	320000	320000	320000	320000	420	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	320000	320000	320000	320000	320000	320000	420	2	160	4	1	40	60	75	100	120
193	13	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	640000	640000	640000	640000	640000	640000	470	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	640000	640000	640000	640000	640000	640000	470	2	160	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	640000	640000	640000	640000	640000	640000	470	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	640000	640000	640000	640000	640000	640000	470	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	640000	640000	640000	640000	640000	640000	470	2	160	4	1	40	60	75	100	120
194	14	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	1280000	1280000	1280000	1280000	1280000	1280000	520	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	1280000	1280000	1280000	1280000	1280000	1280000	520	2	160	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	1280000	1280000	1280000	1280000	1280000	1280000	520	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	1280000	1280000	1280000	1280000	1280000	1280000	520	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	1280000	1280000	1280000	1280000	1280000	1280000	520	2	160	4	1	40	60	75	100	120
195	15	14	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	2560000	2560000	2560000	2560000	2560000	2560000	570	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	2560000	2560000	2560000	2560000	2560000	2560000	570	2	160	4	1	40	60	75	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	2560000	2560000	2560000	2560000	2560000	2560000	570	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	0	0	0	0	0	0	0	2560000	2560000	2560000	2560000	2560000	2560000	570	2	160	4	1	40	60	80	100	120	11000597	11000597	11000597	11000597	11000597	11000597	100	100	100	100	100	100	0	2560000	2560000	2560000	2560000	2560000	2560000	570	2	160	4	1	40	60	75	100	120
