INT	STRING	STRING	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING			
129089	昆仑禁卫军	\t在王城的西南方，几位将军手中掌握着国家战争权利！究竟会是和还是敌呢？	-1						-1				
129090	昆仑禁卫军	\t王城的十二位职业技能大师各个神勇无敌。你可要记得及时的修习新的技能，杀起敌来会事半功倍！	-1						-1				
129091	昆仑禁卫军	\t楼兰王城内也是有着些许宝物的，假使你能帮助押运官们顺利的完成押运，可是会得到让人惊喜的奖励。	-1						-1				
129092	昆仑禁卫军	\t不知道你是否已经认识了王城中的两位美女医师：伊盛与娜斯。不但人漂亮，医术更是高明！	-1						-1				
129093	昆仑禁卫军	\t一个人的力量毕竟有限，建议你去杰伊那里看看，多认识一些兄弟力量才会更强大！	-1						-1				
129094	昆仑禁卫军	\t有一个好的师傅是成为旷世高手的第一要素。无论你是想拜师还是收徒，位于王城西北方的拜答戈会帮助你。	-1						-1				
129095	昆仑禁卫军	\t国家战马紧缺，如果勇士能为国家捐献出精良的战马，战马收集使会给予你高额的回报！	-1						-1				
129096	昆仑禁卫军	\t如果不满意自己的职业，尚可以在同一职业类别中进行转换。转职管理员条曹会为你说明详情的。	-1						-1				
129097	昆仑禁卫军	\t如果你掌握了王城的跑商路线，相对做起帮会跑商任务就会得心应手。	-1						-1				
129098	昆仑禁卫军	\t每一位新来的玩家，都可以在新手领奖大使处领取奖励。	-1						-1				
#以下卫士对白未使用													
129099	昆仑禁卫军	\t说到打造装备的技术，秃儿坦是当之无愧第一，不过要说到修理的本事如果忽里虎认了第二的话，就没有人敢认第一。	-1						-1				
129100	昆仑禁卫军	\t说到打造装备的技术，秃儿坦是当之无愧第一，不过要说到修理的本事如果忽里虎认了第二的话，就没有人敢认第一。	-1						-1				
129101	昆仑禁卫军	\t说到打造装备的技术，秃儿坦是当之无愧第一，不过要说到修理的本事如果忽里虎认了第二的话，就没有人敢认第一。	-1						-1				
129102	昆仑禁卫军	\t我曾经跟随过一支强大的队伍前往永夜天牢，那是一次惊心动魄的历险，如今还想而后怕，记忆犹新！	-1						-1				
129103	昆仑禁卫军	\t我曾经跟随过一支强大的队伍前往永夜天牢，那是一次惊心动魄的历险，如今还想而后怕，记忆犹新！	-1						-1				
129104	昆仑禁卫军	\t我曾经跟随过一支强大的队伍前往永夜天牢，那是一次惊心动魄的历险，如今还想而后怕，记忆犹新！	-1						-1				
129105	昆仑禁卫军	\t最近关于金矿洞有妖魔的流言越来越多，这可不是空穴来风，几个月前我就听到恐怖的声音，我是从那里调过来的，这点我最清楚。	-1						-1				
129106	昆仑禁卫军	\t最近关于金矿洞有妖魔的流言越来越多，这可不是空穴来风，几个月前我就听到恐怖的声音，我是从那里调过来的，这点我最清楚。	-1						-1				
129107	昆仑禁卫军	\t嘿！伙计，听说过战神墓吗？我也想去看看……	-1						-1				
129108	昆仑禁卫军	\t你有疑问的话，可以去找万事通那个老家伙，据说他上知天文下知地理，城里的事无一不知！	-1						-1				
129109	昆仑禁卫军	\t你有疑问的话，可以去找万事通那个老家伙，据说他上知天文下知地理，城里的事无一不知！	-1						-1				
129110	昆仑禁卫军	\t你有疑问的话，可以去找万事通那个老家伙，据说他上知天文下知地理，城里的事无一不知！	-1						-1				
129111	昆仑禁卫军	\t你有疑问的话，可以去找万事通那个老家伙，据说他上知天文下知地理，城里的事无一不知！	-1						-1				
129112	昆仑禁卫军	\t你有疑问的话，可以去找万事通那个老家伙，据说他上知天文下知地理，城里的事无一不知！	-1						-1				
129113	昆仑禁卫军	\t最近很多人都在讨论囚龙岛的事情，也许你应该关注一下。	-1						-1				
129114	昆仑禁卫军	\t最近很多人都在讨论囚龙岛的事情，也许你应该关注一下。	-1						-1				
129115	昆仑禁卫军	\t珍珠渔港是我长大的地方，听说最近不太平，会不会是那个传说中的东海海眼有古怪呢……	-1						-1				
129116	昆仑禁卫军	\t珍珠渔港是我长大的地方，听说最近不太平，会不会是那个传说中的东海海眼有古怪呢……	-1						-1				
129117	昆仑禁卫军	\t大元来的马可波罗大人真是博学，这几天给我讲了很多奇人异事，听说大都的繁华举世无双，金砖铺地，翡翠为床，到处都是珠光宝气，我这辈子要是能去看上一眼，也就知足了。	-1						-1				
129118	昆仑禁卫军	\t大元来的马可波罗大人真是博学，这几天给我讲了很多奇人异事，听说大都的繁华举世无双，金砖铺地，翡翠为床，到处都是珠光宝气，我这辈子要是能去看上一眼，也就知足了。	-1						-1				
129119	昆仑禁卫军	\t大元来的马可波罗大人真是博学，这几天给我讲了很多奇人异事，听说大都的繁华举世无双，金砖铺地，翡翠为床，到处都是珠光宝气，我这辈子要是能去看上一眼，也就知足了。	-1						-1				
129120	昆仑禁卫军	\t大元来的马可波罗大人真是博学，这几天给我讲了很多奇人异事，听说大都的繁华举世无双，金砖铺地，翡翠为床，到处都是珠光宝气，我这辈子要是能去看上一眼，也就知足了。	-1						-1				
129121	昆仑禁卫军	\t大元来的马可波罗大人真是博学，这几天给我讲了很多奇人异事，听说大都的繁华举世无双，金砖铺地，翡翠为床，到处都是珠光宝气，我这辈子要是能去看上一眼，也就知足了。	-1						-1				
129122	昆仑禁卫军	\t你有疑问的话，可以去找万事通那个老家伙，据说他上知天文下知地理，城里的事无一不知！	-1						-1				
129123	钥匙老人	\t每一个人都有自己来到这个世界的使命，你和我都一样。我的使命是指引你到你该去的地方，而你的使命是与成吉思汗共同铸就一段千古流传的历史神话。	-1						-1				
129124	昆仑巡逻侍卫	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129125	昆仑巡逻侍卫	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129126	昆仑巡逻侍卫	\t赤不花大人做事公正严明，从不徇私枉法，连蓝太后的侄子都受到过惩罚。	-1						-1				
129127	王宫侍卫	\t啊～～，每天都这么无聊。怎么还没到换岗的时间？	-1						-1				
129128	黄河坞传送人	\t这黄河坞内宵小云集，你最好能找上几个同伴一起进入。	-1						8				
129129	景教堂传送人	\t可恨的异教徒们！真希望有人能帮我除掉他们。	-1	700081					8				
129130	铁虎	\t钢铁战士，虎虎生威！有我铁虎守护王城，大家虎年安康，天下太平！	-1						-1				
129131	昆仑禁卫军	\t每天都这么无聊。怎么还没到换岗的时间？	-1						-1				
129132	昆仑禁卫军	\t每天都这么无聊。怎么还没到换岗的时间？	-1						-1				
129133	昆仑禁卫军	\t每天都这么无聊。怎么还没到换岗的时间？	-1						-1				
129134	昆仑禁卫军	\t每天都这么无聊。怎么还没到换岗的时间？	-1						-1				
129135	昆仑禁卫军	\t每天都这么无聊。怎么还没到换岗的时间？	-1						-1				
129136	昆仑禁卫军	\t赤不花大人做事公正严明，从不徇私枉法，连蓝太后的侄子都受到过惩罚。	-1						-1				
129137	昆仑禁卫军	\t赤不花大人做事公正严明，从不徇私枉法，连蓝太后的侄子都受到过惩罚。	-1						-1				
129138	昆仑巡逻侍卫	\t知道为什么大禹三过家门而不入么？可能是他没带钥匙。	-1						-1				
129139	昆仑禁卫军	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129140	昆仑禁卫军	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129141	昆仑禁卫军	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129142	昆仑禁卫军	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129143	昆仑禁卫军	\t听说忽秃鲁大人成功地改良了一种稻米的种植，解决了以往粮食不足的问题，太子特意铸了一块金牌给他。	-1						-1				
129144	昆仑禁卫军	\t听说西方的一些地域都很崇拜铁木真，世界各地都有成吉思汗的子女。	-1						-1				
129145	昆仑禁卫军	\t听说西方的一些地域都很崇拜铁木真，世界各地都有成吉思汗的子女。	-1						-1				
129146	昆仑禁卫军	\t听说西方的一些地域都很崇拜铁木真，世界各地都有成吉思汗的子女。	-1						-1				
129147	昆仑禁卫军	\t保家卫国是我们的使命，即使在这里站着，也有一种荣耀感！	-1						-1				
129148	昆仑禁卫军	\t保家卫国是我们的使命，即使在这里站着，也有一种荣耀感！	-1						-1				
129149	昆仑禁卫军	\t保家卫国是我们的使命，即使在这里站着，也有一种荣耀感！	-1						-1				
129150	昆仑禁卫军	\t保家卫国是我们的使命，即使在这里站着，也有一种荣耀感！	-1						-1				
129151	昆仑禁卫军	\t保家卫国是我们的使命，即使在这里站着，也有一种荣耀感！	-1						-1				
129152	昆仑禁卫军	\t大元朝地域广袤，物产丰富，各国朝贡，百姓生活安康。	-1						-1				
129153	昆仑禁卫军	\t大元朝地域广袤，物产丰富，各国朝贡，百姓生活安康。	-1						-1				
129154	昆仑禁卫军	\t大元朝地域广袤，物产丰富，各国朝贡，百姓生活安康。	-1						-1				
129155	昆仑禁卫军	\t大元朝地域广袤，物产丰富，各国朝贡，百姓生活安康。	-1						-1				
129156	昆仑禁卫军	\t大元朝地域广袤，物产丰富，各国朝贡，百姓生活安康。	-1						-1				
129157	昆仑禁卫军	\t王城内歌舞升平，一片繁荣景象，真希望战乱不要再来！	-1						-1				
129158	昆仑禁卫军	\t王城内歌舞升平，一片繁荣景象，真希望战乱不要再来！	-1						-1				
129159	昆仑禁卫军	\t王城内歌舞升平，一片繁荣景象，真希望战乱不要再来！	-1						-1				
129160	昆仑禁卫军	\t王城内歌舞升平，一片繁荣景象，真希望战乱不要再来！	-1						-1				
129161	昆仑禁卫军	\t铁木真是我族人的偶像，我的儿子长得还真挺像他呢！	-1						-1				
129162	昆仑禁卫军	\t其实我一直想做一名水军士兵，那样就可以扬帆走遍世界各地了！	-1						-1				
129163	昆仑禁卫军	\t其实我一直想做一名水军士兵，那样就可以扬帆走遍世界各地了！	-1						-1				
129164	昆仑禁卫军	\t其实我一直想做一名水军士兵，那样就可以扬帆走遍世界各地了！	-1						-1				
129165	昆仑禁卫军	\t其实我一直想做一名水军士兵，那样就可以扬帆走遍世界各地了！	-1						-1				
129166	昆仑禁卫军	\t听说武当的张三丰有一个太极功，普通人练了能强身健体，老年人练了延年益寿，不知道是不是真的！	-1						-1				
129167	昆仑禁卫军	\t听说武当的张三丰有一个太极功，普通人练了能强身健体，老年人练了延年益寿，不知道是不是真的！	-1						-1				
