INT	STRING	STRING	STRING	FLOAT	FLOAT	INT	INT	STRING	STRING	STRING	INT					
129003	250	撒都尤	[杂货商人]撒都尤	164.6	180.3	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129006	250	马哈孜	[骑乘繁殖大师]马哈孜	50.233574	110.831314	1	1	骑乘	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129007	250	伊斯马里	[骑乘恢复商人]伊斯马里	92.823128	121.907913	1	1	骑乘	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129008	250	保备多	[产出副本]保备多	173.937347	64.8367	1	1	副本	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129009	250	祖堆莱	[轮回台]祖堆莱	147.641663	153.2686	1	1	副本	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129013	250	观任武	[删除角色]观任武	248.377625	162.356369	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129016	250	巫贤	贤者巫贤	145.380432	220.715271	1	1	任务	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129017	250	伊盛	[免费治疗]伊盛	92.919006	116.263443	1	1	治疗	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129018	250	篾筹迪	[帮战发布]篾筹迪	63.073303	70.293953	1	1	帮会	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129019	250	都据吉	[国战发布]都据吉	67.883926	214.993835	1	1	国家	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129020	250	壹其座	[帮会任务]壹其座	68.664177	75.652557	1	1	任务	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129021	250	固库	[国家管理]固库	63.961006	221.083862	1	1	国家	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129022	250	杰伊	[帮会管理]杰伊	63.208847	81.956253	1	1	帮会	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129023	250	拜答戈	[师徒管理]拜答戈	71.520119	57.872345	1	1	师徒	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129024	250	乾不幻	[声望商人]乾不幻	199.949112	120.49617	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129025	250	忽饰	[药品商人]忽饰	160.396271	174.743851	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129026	250	谢帖伊	[防具商人]谢帖伊	171.981674	167.187546	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129027	250	麻扎	[武器商人]麻扎	171.90683	162.38588	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129029	250	孙俪	[双倍经验]孙俪	150.657074	122.826752	1	1	双倍	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129030	250	江克尔	[装备铭刻]江克尔	72.176636	166.609924	1	1	装备	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129031	250	布奎	[装备保值]布奎	71.972527	160.515671	1	1	装备	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129032	250	马依力	[骑乘道具商人]马依力	52.495506	104.289673	1	1	骑乘	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129033	250	吾买尔	[荣誉商人]吾买尔	199.937408	130.842529	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129034	250	吉雅德	[帮会商人]吉雅德	196.294876	118.807358	1	1	商店	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129035	250	羌力	[装备升星]羌力	71.628593	154.175797	1	1	装备	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129036	250	音莱	[装备镶嵌]音莱	58.925354	151.12793	1	1	装备	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129037	250	宝珠	[印度珠宝大师]宝珠	174.659378	97.782776	1	1	生活	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129038	250	黄柏	[中原草药大师]黄柏	200.06842	97.073929	1	1	生活	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129039	250	马穆多尔	[骑乘技能]马穆多尔	52.062698	108.793549	1	1	骑乘	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129041	250	景彦多	[三环副本传送人]景彦多	184.08197	64.696365	1	1	副本	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129042	250	金常佐	[内政任务发布人]金常佐	146.338577	185.617188	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129043	250	龙嫣	[龙眼石兑换]龙嫣	199.92865	125.562225	1	1	龙眼石	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129044	250	武士技能大师	[武士技能大师]	190.847107	224.315186	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129045	250	剑侠技能大师	[剑侠技能大师]	194.914993	220.658005	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129046	250	火枪手技能大师	[火枪手技能大师]	194.308868	208.966125	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129047	250	骑射手技能大师	[骑射手技能大师]	194.957993	214.354004	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129048	250	萨满技能大师	[萨满技能大师]	194.003754	187.940979	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129049	250	先知技能大师	[先知技能大师]	193.788284	194.175156	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129050	250	十字军技能大师	[十字军技能大师]	185.195114	224.131256	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129051	250	圣火使技能大师	[圣火使技能大师]	182.139984	220.582886	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129052	250	刺客技能大师	[刺客技能大师]	182.011795	214.144333	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129053	250	近卫军技能大师	[近卫军技能大师]	182.354309	208.600174	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129054	250	僧侣技能大师	[僧侣技能大师]	182.685822	187.821701	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129055	250	隐修士技能大师	[隐修士技能大师]	182.350327	193.584381	1	1	技能	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129056	250	万事通	万事通	128.147202	170.334106	1	1	万事通	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129057	250	朋多尔	[好友管理]朋多尔	65.058044	57.687988	1	1	好友	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129058	250	孙俪	[领奖大使]孙俪	100.550552	154.776367	1	1	功能	l	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129059	250	金焕音	[银票兑换]金焕音	105.521774	154.875931	1	1	功能	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129060	250	阿琳娜	[宝箱活动]阿琳娜	157.605072	153.604965	1	1	功能	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129062	250	藏储	[仓库管理]藏储	150.322571	101.833847	1	1	仓库	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129063	250	藏备	[仓库管理]藏备	102.982193	91.661301	1	1	仓库	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129065	250	娜斯	[免费治疗]娜斯	103.305801	84.801231	1	1	治疗	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129066	250	脱麻彻	[王国押运]脱麻彻	191.417709	83.368156	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129067	250	金绔	[钱庄]金绔	110.038727	154.853943	1	1	功能	q	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129068	250	卜卓	[王国采集大师]卜卓	200.210373	94.228477	1	1	生活	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129069	250	瓦旷	[王国采矿大师]瓦旷	190.505157	99.477051	1	1	生活	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129070	250	达烈	[王国捕捉大师]达烈	166.573288	97.576614	1	1	生活	b	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129071	250	牧仁	[蒙古驯马大师]牧仁	170.760406	97.619492	1	1	生活	x	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129072	250	代辛仁	[威望商店]代辛仁	190.679688	118.863785	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129074	250	善途	[删除任务道具人]善途	151.735397	67.659744	1	1	功能	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129075	250	成紫	[装备鎏金]成紫	58.917557	163.071487	1	1	装备	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129077	250	达乌其	[突厥锻造大师]达乌其	197.789963	99.308655	1	1	生活	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129078	250	达奎甲	[罗马铸甲大师]达奎甲	194.385941	99.460449	1	1	生活	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129079	250	美珠	[波斯工艺大师]美珠	163.464279	93.733093	1	1	生活	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129080	250	载力雍	[装备回收]载力雍	58.867401	157.363129	1	1	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129172	250	筹岚妆	[外装]筹岚妆	59.084473	168.472153	1	1	生活	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129175	250	马来亚	[战马收集]马来亚	240.230789	122.29174	1	1	生活	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129176	250	约赛芙	[排行榜挑战赛]约赛芙	104.860016	119.05249	1	1	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129177	250	阔桑	王城御卫长	26.706787	129.357376	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129181	250	鲁布	城东商人鲁布	179	160	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129182	250	马柯	城西商人马柯	7.618263	113.777481	1	1	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129183	250	刀勒	王城游商刀勒	162.63295	149.820435	0	0	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129184	250	条曹	[转职管理人]条曹	82.765968	111.988388	1	1	功能	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129073	250	脱占彻	[战车押运官]脱占彻	191.329926	74.796349	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129740	250	呼蚩满	[新兵速成]呼蚩满	107.878525	221.136948	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129741	250	阿史那战	[领地争夺]阿史那战	59.737091	214.965866	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129744	250	呼恪守	[守护管理]呼恪守	68.052208	219.182205	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129173	250	阿什楚戈	[军需武备]阿什楚戈	92.823128	149	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129754	250	钥匙老人	钥匙老人	127.927673	214.30481	1	1	任务	w	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
101229	250	廉集	迷宫指引人	27	113	1	2	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
59602	250	领取双倍经验	领取双倍经验	150.657074	122.826752	0	-1	风景	d		0					
59606	250	升级到3星	升级到3星	72.011032	151.544098	0	-1	风景	d		0					
59610	250	打孔	打孔	58.925354	151.12793	0	-1	风景	d		0					
59614	250	镶嵌	镶嵌	58.925354	151.12793	0	-1	风景	d		0					
59660	250	升级到5星	升级到5星	72.011032	151.544098	0	-1	风景	d		0					
59661	250	群培	群培	68.664177	75.652557	0	-1	功能	a		0					
59662	250	昆仑记忆之门	昆仑记忆之门	128	228	0	-1	风景	f		0					
59663	250	通往王国草原罕难河	通往王国草原罕难河	235	170	0	5	区域	t	set:CJSH_npctop_1 image:CJSH_npctop_1_area	0					
59920	250	三环通缉令	三环通缉令	184.08197	64.696365	0	-1	风景	f		0					
59921	250	王城摆摊区	王城摆摊区	128	90	0	-1	风景	f		0					
59922	250	[产出副本]藏宝洞	[产出副本]藏宝洞	173.937347	64.8367	0	-1	风景	f		0					
59923	250	技能大师	技能大师	188	208	0	-1	风景	f		0					
60100	250			188	230	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_jinengxuexi	1					
60101	250			128	227	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_jiyizhimen	1					
60102	250			64	230	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_guojia	1					
60103	250			66	174	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_zhuangbeiqianghua	1					
60104	250			106	161	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_qianzhuang	1					
60105	250			155	167	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_putongshangdian	1					
60106	250			184.5	126	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_duihuanshangdian	1					
60107	250			182	105	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_shenghuojineng	1					
60108	250			183	80	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_yayun	1					
60109	250			180	59	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_fuben	1					
60110	250			128	146	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_chuansong	1					
60111	250			53	99	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_qichengdaoju	1					
60112	250			70	51	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_shituhaoyou	1					
60113	250			59	76	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_banghui	1					
60114	250			128	88	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_yinbibaitan	1					
60115	250			82.7	107	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_zhuanzhi	1					
60116	250			157.657074	129	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_dailian	1					
60117	250			150.657074	115.826752	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_lingshuang	1					
60118	250			92	128	0	1	风景		set:UI_placetext_1 image:UI_placetext_1_zhiliao	1					
#	成2昆仑外城															
129170	258	昆仑外城	传送·昆仑外城	128	180	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
129174	258	阿鲁图	运镖回复人	84	90.7	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130543	258	耶律虞	50级圣山地宫	146.30867	201.874329	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130544	258	耶律潭	60级圣山地宫	155.67688	201.965805	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130545	258	耶律修	70级圣山地宫	165.59465	202.195084	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130546	258	耶律英	75级圣山地宫	167.85498	194.326431	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130547	258	耶律杰	80级圣山地宫	167.873795	185.518555	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130548	258	耶律睿	85级圣山地宫	167.984375	174.283203	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130550	258	耶律德	90级圣山地宫	168	165	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130551	258	耶律勇	95级圣山地宫	162.786987	156.07338	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130552	258	耶律辉	100级圣山地宫	151.899704	156.067444	1	1	功能	a	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129727	258	图铩	屠城战传送石	189	82	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129757	258	国昭	[王国召集]国昭	164	229	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
#	成2昆仑古道										0					
130500	286	昆仑古道	传送·昆仑古道	171.800003	131.199997	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
129724	286	国昭	[王国召集]国昭	67.786926	144.335159	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129725	286	屠城战传送石	屠城战传送石	218	26	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
129726	286	屠城战传送石	屠城战传送石	200.028839	220.537415	1	2	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131515	286	佐盛伊	中转商	167	119	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
130523	286	特木尔 	特木尔 	136.902084	152.297043	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
130524	286	海山	海山	66.994865	169.268005	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
130549	286	法信大师	法信大师	73.073685	37.241043	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
130525	286	乌恩其	乌恩其	166.446564	147.265137	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
130526	286	买马商人	买马商人	164.297501	147.889526	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
130527	286	额尔德木图	额尔德木图	169.368011	140.264084	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
130531	286	额拉克	额拉克	169.409729	124.015564	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
#	成2昆仑边境										0					
131500	251	玉门关	传送·玉门关	126.5	183	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
131501	251	河西走廊	传送·河西走廊	126.5	38	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
131502	251	噶厦赫里	[敌国夺旗]发布人	41.825584	116.750572	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131503	251	嘉熙巴尔	[敌国除奸]发布人	48.576153	114.723869	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131504	251	格桑顿措	[敌国情报]发布人	41.898117	127.371201	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131505	251	桑西曲扎	[敌国刺杀]发布人	48.629799	129.30806	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131506	251	边塞商人	药品商人	77.691643	102.330971	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131552	251	真金太子	真金太子	48.006851	122.015335	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131553	251	边塞召集人	边塞召集人	118.6	56	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131510	251	明安	昆仑大将	126.965935	82.805573	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131511	251	拓道	敌国传送人	126.591141	64.08316	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131512	251	边塞召集人	边塞召集人	134.9	56	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131513	251	边境掌旗使	边境掌旗使	126.7	114	1	1	任务	z	set:UI_MainUI_6 image:UI_MainUI_6_duoqi	0					
131514	251	张五常	大掌柜	43	45	1	1	任务	z	set:UI_MainUI_6 image:UI_MainUI_6_chujian	1					
131516	251	桑素	朝贡使者	220	222	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc1	0					
131508	251	口温不花	昆仑守将	130.554108	84.383003	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131509	251	阿巴哈	昆仑守将	123.453911	84.198952	1	2	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131517	276	密报	密报	152	137	1	1	功能	m	set:UI_MainUI_6 image:UI_MainUI_6_mibao	1					
131518	251	边塞主将	边塞主将	216	61	1	1	功能	b	set:UI_MainUI_6 image:UI_MainUI_6_cisha	1					
#	成2昆仑昆仑牧场										0					
131050	287	昆仑猎场	传送·昆仑猎场	48.5	216.5	1	4	传送	c	set:CJSH_npctop_1 image:CJSH_npctop_1_suluding	0					
131000	287	雄鹰长老	雄鹰长老	40.599854	211.400665	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131001	287	智者哈达	智者哈达	40.720306	203.221695	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131002	287	刀之灵	刀之灵	64.14109	163.473801	1	1	任务	d	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131003	287	剑之灵	剑之灵	63.689083	159.838058	1	1	任务	j	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131004	287	枪之灵	枪之灵	63.621689	156.037262	1	1	任务	h	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131005	287	弓之灵	弓之灵	76.78447	156.320587	1	1	任务	g	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131006	287	槌之灵	槌之灵	65.228241	149.952698	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131007	287	杖之灵	杖之灵	65.608459	166.51619	1	1	任务	z	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131008	287	矛之灵	矛之灵	76.057297	163.828445	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131009	287	令之灵	令之灵	74.77916	166.762512	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131010	287	弩之灵	弩之灵	76.757423	160.253815	1	1	任务	n	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131011	287	铳之灵	铳之灵	76.289185	153.118469	1	1	任务	c	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131012	287	幡之灵	幡之灵	75.142258	150.266144	1	1	任务	f	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131013	287	圣十字之灵	圣十字之灵	64.233223	152.79213	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131014	287	苍狼长老	苍狼长老	70.282097	162.929977	1	1	任务	s	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131015	287	木图	木图	102	93	1	1	任务	m	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131016	287	白鹿长老	白鹿长老	148.629837	102.752975	1	1	任务	y	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131018	287	铁武	铁武	217	134	1	1	任务	e	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
131021	287	草原狼	6级 草原狼	64	50	0	3	怪物	h	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
131023	287	草原棕熊	9级 草原棕熊	215	198	0	3	怪物	x	set:CJSH_npctop_1 image:CJSH_npctop_1_monster	0					
131025	287	铁虎	铁虎	215	130	1	1	任务	k	set:CJSH_npctop_1 image:CJSH_npctop_1_npc2	0					
