INT	INT	STRING	INT	INT	FLOAT	FLOAT	FLOAT	STRING	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	CNC	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	STRING	INT	STRING	STRING
12481	1	安童	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_16	2029	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12482	1	护卫	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_12	3306	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12483	1	护卫	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_12	3306	10	1	0	2000	1000									1		20	10000	10	0	0	0	0	0	0	0	1633	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12484	1	岱钦	1	1	-1	200	100	set:CJSH_NPC_touxiang_3 image:CJSH_NPC_touxiang_3_12	3040	10	1	0	2000	1000									1		20	10000	10	0	0	0	0	0	0	0	1633	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12485	1	商队卫兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_25 image:CJSH_NPC_touxiang_25_1	2064	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12486	1	木仁	1	1	-1	200	100	set:CJSH_NPC_touxiang_10 image:CJSH_NPC_touxiang_10_7	2386	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12487	1	特日格	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_12	3306	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12488	1	三丹	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_16	3304	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12489	1	族长其格其	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_12	2079	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12490	1	巫师	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_8	2080	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12491	1	白鹿长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_3	4162	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12492	1	雄鹰长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_13 image:CJSH_NPC_touxiang_13_7	4154	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12493	1	苍狼长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_13 image:CJSH_NPC_touxiang_13_8	4161	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12494	1	长老波日特	1	1	-1	200	100	set:CJSH_NPC_touxiang_13 image:CJSH_NPC_touxiang_13_8	4161	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12495	1	耶律希亮	1	1	-1	200	100	set:HAN2_Monster_touxiang_10 image:HAN2_Monster_touxiang_10_15	3301	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
12496	0	8级狼	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_9	4001	10	1	0	2000	1000									3		8	10000	1	22	10	0	0	0	0	0	86	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
12497	0	7级草原熊	1	1	-1	200	100	set:HAN2_Other_touxiang_5 image:HAN2_Other_touxiang_5_16	4031	10	1	0	2000	1000									3		7	10000	1	20	9	0	0	0	0	0	78	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
12498	0	4级草原狼	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_9	4001	10	1	0	2000	1000									3		4	10000	1	11	6	0	0	0	0	0	56	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	1	100	-1		怪物	
12499	0	6级雪山银狐	1	1	-1	200	100	set:CJSH_Monster_touxiang_2 image:CJSH_Monster_touxiang_2_3	4025	10	1	0	2000	1000									3		6	10000	1	17	8	0	0	0	0	0	70	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
#	昆仑牧场																																																																					
12948	1	4级草原狼	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_9	4001	10	1	0	2000	1000									3		4	10000	1	11	6	0	0	0	0	0	56	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	1	100	-1		怪物	
12949	1	牧羊人	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_16	3304	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	2	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12950	1	蒙古小孩3	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_14	2092	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	2	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12951	1	蒙古小孩2	1	1	-1	200	100	set:CJSH_NPC_touxiang_8 image:CJSH_NPC_touxiang_8_3	2089	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	2	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12952	1	蒙古小孩1	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_13	2087	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	2	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12953	1	蒙古小孩	1	1	-1	200	100	set:CJSH_NPC_touxiang_6 image:CJSH_NPC_touxiang_6_16	2090	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12954	1	蒙古少女	1	1	-1	200	100	set:CJSH_NPC_touxiang_8 image:CJSH_NPC_touxiang_8_1	2086	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12955	1	蒙古牧民1	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_6	2066	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12956	1	新手领奖	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_9	2084	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12957	1	新手礼包	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_10	2085	10	1	0	2000	1000									1		60	10000	10	0	347	0	0	1568	1568	1568	14342	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12958	1	武士之刀	1	1	-1	200	100		5035	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12959	1	剑侠之剑	1	1	-1	200	100		5031	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12960	1	骑射之弓	1	1	-1	200	100		5034	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12961	1	火枪之枪	1	1	-1	200	100		5033	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12962	1	先知之杖	1	1	-1	200	100		5032	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12963	1	萨满之槌	1	1	-1	200	100		5030	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12964	1	十字军之矛	1	1	-1	200	100		5035	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12965	1	圣火使之令	1	1	-1	200	100		5031	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12966	1	刺客之弩	1	1	-1	200	100		5034	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12967	1	近卫军之铳	1	1	-1	200	100		5033	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12968	1	隐修士之圣十字	1	1	-1	200	100		5032	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12969	1	僧侣之幡	1	1	-1	200	100		5030	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
12970	0	6级狐狸	1	1	-1	200	100	set:CJSH_Monster_touxiang_2 image:CJSH_Monster_touxiang_2_2	4027	10	1	0	2000	1000									3		6	10000	1	17	8	0	0	0	0	0	70	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
12971	0	7级野猪	1	1	-1	200	100	set:HAN2_Other_touxiang_4 image:HAN2_Other_touxiang_4_13	4029	10	1	0	2000	1000									3		7	10000	1	20	9	0	0	0	0	0	78	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
12972	0	8级狼	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_9	4001	10	1	0	2000	1000									3		8	10000	1	22	10	0	0	0	0	0	86	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
12974	0	2级狐狸	1	1	-1	200	100	set:CJSH_Monster_touxiang_2 image:CJSH_Monster_touxiang_2_3	4025	10	1	0	2000	1000									3		2	10000	1	6	4	0	0	0	0	0	27	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	1	100	-1		怪物	
12989	1	商人	1	1	-1	200	100	set:CJSH_NPC_touxiang_5 image:CJSH_NPC_touxiang_5_4	2203	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12990	1	卫兵队长	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_14	3307	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12991	1	樵夫	1	1	-1	200	100	set:CJSH_NPC_touxiang_1 image:CJSH_NPC_touxiang_1_13	2299	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12992	1	木匠	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_15	3305	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12993	1	祭祀	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_8	2080	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12994	1	族长	1	1	-1	200	100	set:CJSH_NPC_touxiang_2 image:CJSH_NPC_touxiang_2_12	2079	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12995	1	白鹿长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_15 image:CJSH_NPC_touxiang_15_3	4162	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12996	1	雄鹰长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_13 image:CJSH_NPC_touxiang_13_7	4154	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12997	1	苍狼长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_13 image:CJSH_NPC_touxiang_13_8	4161	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12998	1	长老	1	1	-1	200	100	set:CJSH_NPC_touxiang_16 image:CJSH_NPC_touxiang_16_7	3179	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
12999	1	迎新使	1	1	-1	200	100	set:CJSH_NPC_touxiang_18 image:CJSH_NPC_touxiang_18_14	2377	10	1	0	2000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	-1	0	-1	-1	20	0	-1	0	-1		功能	
#		敦煌图占用			13499																		1		1050-1499										#N/A																																			
13452	0	银狐NPC	1	1	-1	200	100	set:CJSH_Monster_touxiang_2 image:CJSH_Monster_touxiang_2_3	4025	10	0	0	2000	1000									3		6	10000	1	17	8	0	0	0	0	0	70	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
13453	0	2级幼年狐狸	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_14	4024	10	1	0	2000	1000									3		2	10000	1	6	4	0	0	0	0	0	27	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	1	100	-1		怪物	
13454	1	牧场守卫长	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_14	3307	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13455	1	绍布	1	1	-1	200	100	set:CJSH_NPC_touxiang_14 image:CJSH_NPC_touxiang_14_13	2030	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13456	1	陶如格	1	1	-1	200	100	set:CJSH_NPC_touxiang_8 image:CJSH_NPC_touxiang_8_8	2730	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13457	1	珠兰其其格	1	1	-1	200	100	set:CJSH_NPC_touxiang_4 image:CJSH_NPC_touxiang_4_11	2083	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13458	1	马	0	0	-1	200	100	set:CJSH_Ma_touxiang_2 image:CJSH_Ma_touxiang_2 _5	2246	10	0	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		景	
13459	1	卫兵	1	1	-1	200	100	set:CJSH_NPC_touxiang_14 image:CJSH_NPC_touxiang_14_7	2292	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13460	1	凯勒	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_16	3304	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13461	1	马车	0	0	-1	200	100	set:CJSH_Ma_touxiang_2 image:CJSH_Ma_touxiang_2_7	1018	10	0	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		景	
13462	1	护卫	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_12	3306	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13463	1	护卫	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_12	3306	10	1	0	2000	1000									1		20	10000	10	0	0	0	0	0	0	0	1633	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13464	1	岱钦	1	1	-1	200	100	set:HAN2_Monster_touxiang_11 image:HAN2_Monster_touxiang_11_14	3307	10	1	0	2000	1000									1		20	10000	10	0	0	0	0	0	0	0	1633	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13465	1	航新	1	1	-1	200	100	set:CJSH_NPC_touxiang_8 image:CJSH_NPC_touxiang_8_7	2031	10	1	0	2000	1000									1		20	10000	10	0	0	0	0	0	0	0	1633	0	0	0	100	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13466	1	安童	1	1	-1	200	100	set:CJSH_NPC_touxiang_17 image:CJSH_NPC_touxiang_17_16	2029	10	1	0	2000	1000									1		20	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13467	1	王城御卫长	1	1	-1	200	100	set:CJSH_NPC_touxiang_7 image:CJSH_NPC_touxiang_7_9	2074	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
13468	1	第一个NPC	1	1	-1	200	100	set:CJSH_NPC_touxiang_24 image:CJSH_NPC_touxiang_24_6	2066	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
13469	0	8级毒爪狼	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_9	4001	10	1	0	2000	1000									3		8	10000	1	22	10	0	0	0	0	0	86	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
13470	0	7级熊	1	1	-1	200	100	set:HAN2_Other_touxiang_5 image:HAN2_Other_touxiang_5_16	4031	10	1	0	2000	1000									3		7	10000	1	20	9	0	0	0	0	0	78	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
13471	0	4级草原狼	1	1	-1	200	100	set:CJSH_Monster_touxiang_1 image:CJSH_Monster_touxiang_1_9	4001	10	1	0	2000	1000									3		4	10000	1	11	6	0	0	0	0	0	56	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	1	100	-1		怪物	
13472	0	6级银狐	1	1	-1	200	100	set:CJSH_Monster_touxiang_2 image:CJSH_Monster_touxiang_2_3	4025	10	1	0	2000	1000									3		6	10000	1	17	8	0	0	0	0	0	70	0	0	0	100	0	5	0	0	0	0	0	0	0	0	0		400	3600	3600	1	-1	0	-1	21	0	-1	-1	20	1	2	100	-1		怪物	
13473	1	萨那才恩	1	1	-1	200	100	set:HAN2_Monster_touxiang_10 image:HAN2_Monster_touxiang_10_10	3294	10	1	0	2000	1000									1		10	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		任务	
13474	1	新手马_黑_01	1	1	-1	200	100	set:CJSH_Ma_touxiang_2 image:CJSH_Ma_touxiang_2 _5	1099	10	0	0	1000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
13475	1	新手马_白_01	1	1	-1	200	100	set:CJSH_Ma_touxiang_1 image:CJSH_Ma_touxiang_1_16	1100	10	0	0	1000	1000									1		60	10000	10	0	2	0	4174	1568	1568	1568	10000	3795	0	0	110	0	5		0	0	0	0	0	0	0	0		400	3600	3600	0	-1	3	-1	20	0	-1	-1	20	0	-1	0	-1		功能	
