INT	STRING	STRING	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
300	银币商店	皇城60、70级武器	1	1	1	0	0	0	100000	40	0	0	0	10011106	1	-1	-1	100	10021106	1	-1	-1	100	10031106	1	-1	-1	100	10041106	1	-1	-1	100	10051106	1	-1	-1	100	10061106	1	-1	-1	100	10351007	1	-1	-1	100	10361007	1	-1	-1	100	10371007	1	-1	-1	100	10381007	1	-1	-1	100	10391007	1	-1	-1	100	10401007	1	-1	-1	100	10011107	1	-1	-1	100	10021107	1	-1	-1	100	10031107	1	-1	-1	100	10041107	1	-1	-1	100	10051107	1	-1	-1	100	10061107	1	-1	-1	100	10351008	1	-1	-1	100	10361008	1	-1	-1	100	10371008	1	-1	-1	100	10381008	1	-1	-1	100	10391008	1	-1	-1	100	10401008	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
301	银币商店	皇城60、70级装备	1	1	1	0	0	0	100000	40	0	0	0	10201106	1	-1	-1	100	10231106	1	-1	-1	100	10241106	1	-1	-1	100	10251106	1	-1	-1	100	10261106	1	-1	-1	100	10271106	1	-1	-1	100	10201107	1	-1	-1	100	10231107	1	-1	-1	100	10241107	1	-1	-1	100	10251107	1	-1	-1	100	10261107	1	-1	-1	100	10271107	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
303	银币商店	稍大点的小红	1	1	1	0	0	0	100000	40	0	0	0	12010002	1	-1	-1	100	12010003	1	-1	-1	100	12010004	1	-1	-1	100	12010005	1	-1	-1	100	12010006	1	-1	-1	100	12020050	1	-1	-1	100	12020051	1	-1	-1	100	12020052	1	-1	-1	100	12020053	1	-1	-1	100	12020054	1	-1	-1	100	12020055	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
304	银币商店	卖1，2，3号包裹	1	1	1	0	0	0	100000	40	0	0	0	19010001	1	-1	-1	100	19010002	1	-1	-1	100	19010003	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
305	声望商店	声望宝石店	1	4	1	0	0	0	100000	40	0	0	0	14010017	1	-1	3000	100	14010022	1	-1	3000	100	14010027	1	-1	3000	100	14020017	1	-1	3000	100	14020022	1	-1	3000	100	14020027	1	-1	3000	100	14030017	1	-1	3000	100	14030022	1	-1	3000	100	14030027	1	-1	3000	100	14040017	1	-1	3000	100	14040022	1	-1	3000	100	14040027	1	-1	3000	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
306	银币商店	2级宝石店	1	1	1	0	0	0	100000	40	0	0	0	14030002	1	-1	-1	100	14030007	1	-1	-1	100	14030012	1	-1	-1	100	14040002	1	-1	-1	100	14010001	1	-1	-1	100	14010006	1	-1	-1	100	14010011	1	-1	-1	100	14020001	1	-1	-1	100	14020006	1	-1	-1	100	14020011	1	-1	-1	100	14040006	1	-1	-1	100	14040011	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
307	银币商店	高级装备强化道具	1	1	1	0	0	0	100000	40	0	0	0	11000201	1	-1	-1	100	11000202	1	-1	-1	100	11000300	1	-1	-1	100	11000006	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	1	-1	100	0	1	1	-1	100
308	银币商店	2级马技能(50)	1	1	1	0	0	0	100000	40	0	0	0	12052022	1	-1	-1	100	12052032	1	-1	-1	100	12052042	1	-1	-1	100	12052012	1	-1	-1	100	12052052	1	-1	-1	100	12052172	1	-1	-1	100	12052402	1	-1	-1	100	12052412	1	-1	-1	100	12052422	1	-1	-1	100	12052452	1	-1	-1	100	12052462	1	-1	-1	100	12052072	1	-1	-1	100	12052062	1	-1	-1	100	12052082	1	-1	-1	100	12052432	1	-1	-1	100	12052442	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
309	银币商店	高级马道具	1	1	1	0	0	0	100000	40	0	0	0	12050010	1	-1	-1	100	12050011	1	-1	-1	100	12050012	1	-1	-1	100	12050013	1	-1	-1	100	12050020	1	-1	-1	100	12050021	1	-1	-1	100	12050022	1	-1	-1	100	12050023	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
310	银币商店	3级马技能(60)	1	1	1	0	0	0	100000	40	0	0	0	12052023	1	-1	-1	100	12052033	1	-1	-1	100	12052043	1	-1	-1	100	12052013	1	-1	-1	100	12052053	1	-1	-1	100	12052173	1	-1	-1	100	12052403	1	-1	-1	100	12052413	1	-1	-1	100	12052423	1	-1	-1	100	12052453	1	-1	-1	100	12052463	1	-1	-1	100	12052073	1	-1	-1	100	12052063	1	-1	-1	100	12052083	1	-1	-1	100	12052433	1	-1	-1	100	12052443	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
311	银币商店	4级马技能(70)	1	1	1	0	0	0	100000	40	0	0	0	12052024	1	-1	-1	100	12052034	1	-1	-1	100	12052044	1	-1	-1	100	12052014	1	-1	-1	100	12052054	1	-1	-1	100	12052174	1	-1	-1	100	12052404	1	-1	-1	100	12052414	1	-1	-1	100	12052424	1	-1	-1	100	12052454	1	-1	-1	100	12052464	1	-1	-1	100	12052074	1	-1	-1	100	12052064	1	-1	-1	100	12052084	1	-1	-1	100	12052434	1	-1	-1	100	12052444	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
312	银币商店	5级马技能(70)	1	1	1	0	0	0	100000	40	0	0	0	12052025	1	-1	-1	100	12052035	1	-1	-1	100	12052045	1	-1	-1	100	12052015	1	-1	-1	100	12052055	1	-1	-1	100	12052175	1	-1	-1	100	12052405	1	-1	-1	100	12052415	1	-1	-1	100	12052425	1	-1	-1	100	12052455	1	-1	-1	100	12052465	1	-1	-1	100	12052075	1	-1	-1	100	12052065	1	-1	-1	100	12052085	1	-1	-1	100	12052435	1	-1	-1	100	12052445	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
313	银币商店	皇城锻造配方店	1	1	1	0	0	0	100000	40	0	0	0	12221412	1	-1	-1	100	12221500	1	-1	-1	100	12221501	1	-1	-1	100	12221502	1	-1	-1	100	12221503	1	-1	-1	100	12221504	1	-1	-1	100	12221505	1	-1	-1	100	12221506	1	-1	-1	100	12221507	1	-1	-1	100	12221508	1	-1	-1	100	12221509	1	-1	-1	100	12221510	1	-1	-1	100	12221511	1	-1	-1	100	12224016	1	-1	-1	100	12221612	1	-1	-1	100	12221700	1	-1	-1	100	12221701	1	-1	-1	100	12221702	1	-1	-1	100	12221703	1	-1	-1	100	12221704	1	-1	-1	100	12221705	1	-1	-1	100	12221706	1	-1	-1	100	12221707	1	-1	-1	100	12221708	1	-1	-1	100	12221709	1	-1	-1	100	12221710	1	-1	-1	100	12221711	1	-1	-1	100	12221712	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
314	银币商店	皇城铸甲配方店	1	1	1	0	0	0	100000	40	0	0	0	12222502	1	-1	-1	100	12222504	1	-1	-1	100	12222603	1	-1	-1	100	12222604	1	-1	-1	100	12222608	1	-1	-1	100	12222609	1	-1	-1	100	12222613	1	-1	-1	100	12222614	1	-1	-1	100	12222618	1	-1	-1	100	12222619	1	-1	-1	100	12222623	1	-1	-1	100	12222624	1	-1	-1	100	12222628	1	-1	-1	100	12222629	1	-1	-1	100	12224020	1	-1	-1	100	12222702	1	-1	-1	100	12222704	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
315	银币商店	皇城工艺配方店	1	1	1	0	0	0	100000	40	0	0	0	12223502	1	-1	-1	100	12223600	1	-1	-1	100	12223601	1	-1	-1	100	12223602	1	-1	-1	100	12223603	1	-1	-1	100	12223604	1	-1	-1	100	12223605	1	-1	-1	100	12224024	1	-1	-1	100	12223702	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
316	声望商店	声望锻造配方	1	4	1	0	0	0	100000	40	0	0	0	12221600	1	-1	5600	100	12221601	1	-1	5600	100	12221602	1	-1	5600	100	12221603	1	-1	5600	100	12221604	1	-1	5600	100	12221605	1	-1	5600	100	12221613	1	-1	5600	100	12221614	1	-1	5600	100	12221615	1	-1	5600	100	12221616	1	-1	5600	100	12221617	1	-1	5600	100	12221618	1	-1	5600	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
317	声望商店	声望铸甲配方	1	4	1	0	0	0	100000	40	0	0	0	12222501	1	-1	5200	100	12222600	1	-1	5600	100	12222605	1	-1	5600	100	12222610	1	-1	5600	100	12222615	1	-1	5600	100	12222620	1	-1	5600	100	12222625	1	-1	5600	100	12222630	1	-1	5600	100	12222635	1	-1	5600	100	12222640	1	-1	5600	100	12222645	1	-1	5600	100	12222650	1	-1	5600	100	12222655	1	-1	5600	100	12222701	1	-1	10800	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
318	声望商店	声望工艺配方	1	4	1	0	0	0	100000	40	0	0	0	12223500	1	-1	10400	100	12223700	1	-1	21600	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
319	银币商店	6级马技能(80)	1	1	1	0	0	0	100000	40	0	0	0	12052026	1	-1	-1	100	12052036	1	-1	-1	100	12052046	1	-1	-1	100	12052016	1	-1	-1	100	12052056	1	-1	-1	100	12052176	1	-1	-1	100	12052406	1	-1	-1	100	12052416	1	-1	-1	100	12052426	1	-1	-1	100	12052456	1	-1	-1	100	12052466	1	-1	-1	100	12052076	1	-1	-1	100	12052066	1	-1	-1	100	12052086	1	-1	-1	100	12052436	1	-1	-1	100	12052446	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
320	银币商店	锻造材料店	1	1	1	0	0	0	100000	40	0	0	0	11050005	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
321	银币商店	草药大师配方商店	1	1	1	0	0	0	100000	40	0	0	0	12226050	1	-1	-1	100	12226051	1	-1	-1	100	12226052	1	-1	-1	100	12226053	1	-1	-1	100	12200800	1	-1	-1	100	12200801	1	-1	-1	100	12200802	1	-1	-1	100	12200803	1	-1	-1	100	12200804	1	-1	-1	100	12200805	1	-1	-1	100	12200806	1	-1	-1	100	12200807	1	-1	-1	100	12200808	1	-1	-1	100	12200809	1	-1	-1	100	12200810	1	-1	-1	100	12200901	1	-1	-1	100	12200902	1	-1	-1	100	12200903	1	-1	-1	100	12200904	1	-1	-1	100	12200900	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
322	银币商店	珠宝大师配方商店	1	1	1	0	0	0	100000	40	0	0	0	12226010	1	-1	-1	100	12226011	1	-1	-1	100	12226012	1	-1	-1	100	12226013	1	-1	-1	100	12210800	1	-1	-1	100	12210801	1	-1	-1	100	12210802	1	-1	-1	100	12210803	1	-1	-1	100	12210804	1	-1	-1	100	12210805	1	-1	-1	100	12210806	1	-1	-1	100	12210900	1	-1	-1	100	12210901	1	-1	-1	100	12210902	1	-1	-1	100	12210903	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
323	银币商店	驯马大师配方商店	1	1	1	0	0	0	100000	40	0	0	0	12226000	1	-1	-1	100	12226001	1	-1	-1	100	12226002	1	-1	-1	100	12226003	1	-1	-1	100	12220077	1	-1	-1	100	12220078	1	-1	-1	100	12220079	1	-1	-1	100	12220080	1	-1	-1	100	12220081	1	-1	-1	100	12220082	1	-1	-1	100	12220083	1	-1	-1	100	12220084	1	-1	-1	100	12220085	1	-1	-1	100	12220086	1	-1	-1	100	12220089	1	-1	-1	100	12220090	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
324	银币商店	锻造大师配方商店	1	1	1	0	0	0	100000	40	0	0	0	12226030	1	-1	-1	100	12226031	1	-1	-1	100	12226032	1	-1	-1	100	12226033	1	-1	-1	100	12221800	1	-1	-1	100	12221801	1	-1	-1	100	12221802	1	-1	-1	100	12221803	1	-1	-1	100	12221804	1	-1	-1	100	12221805	1	-1	-1	100	12221806	1	-1	-1	100	12221807	1	-1	-1	100	12221808	1	-1	-1	100	12221809	1	-1	-1	100	12221810	1	-1	-1	100	12221811	1	-1	-1	100	12221819	1	-1	-1	100	12221820	1	-1	-1	100	12221821	1	-1	-1	100	12221822	1	-1	-1	100	12221823	1	-1	-1	100	12221824	1	-1	-1	100	12221825	1	-1	-1	100	12221826	1	-1	-1	100	12221827	1	-1	-1	100	12221828	1	-1	-1	100	12221829	1	-1	-1	100	12221830	1	-1	-1	100	12221812	1	-1	-1	100	12221816	1	-1	-1	100	12221818	1	-1	-1	100	12221900	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100	0	1	-1	-1	100
