INT	INT	INT	STRING	INT	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING
423	225	201	王国草原-[25级]克烈部	181	173	334	1	1	x:0.5 y:0.8	0	-1	1518	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_12	203	133	127	居庸关外
424	224	202	王国草原-[30级]乃蛮部	80	131	334	1	1	x:0.3 y:0.5	0	-1	1517	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	203	133	127	居庸关外
425	226	203	王国草原-[35级]居庸关外	133	127	334	1	1	x:0.3 y:0.9	0	-1	1519	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	203	133	127	居庸关外
426	241	150	王国-[10级]王城中心广场	127.95	118	335	1	1	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
427	243	151	边塞-[20级]边塞	126.699997	63.799999	335	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	150	127.95	118	王城-中心广场
428	241	150	王国-[10级]王城中心广场	127.95	118	336	1	1	x:0.5 y:0.3	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	126.699997	63.799999	玉门关
429	243	151	边塞-[20级]边塞	126.699997	63.799999	336	1	1	x:0.5 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	126.699997	63.799999	玉门关
430	241	150	王国-[10级]王城中心广场	127.95	118	337	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
431	244	15	威海港-[40级]威海港	117.5	114	337	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	150	127.95	118	王城-中心广场
432	241	150	王国-[10级]王城中心广场	127.95	118	338	1	1	x:0.3 y:0.5	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
433	244	15	威海港-[40级]威海港	117.5	114	338	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
434	242	0	大都-[40级]大都·中心城	126.8	173	339	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
435	243	151	边塞-[20级]边塞	126.699997	63.799999	339	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	0	126.8	173	大都驿卒
436	242	0	大都-[40级]大都·中心城	126.8	173	340	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	126.699997	63.799999	玉门关
437	243	151	边塞-[20级]边塞	126.699997	63.799999	340	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	126.699997	63.799999	玉门关
438	244	15	威海港-[40级]威海港	117.5	114	341	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
439	243	151	边塞-[20级]边塞	126.699997	63.799999	341	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
440	244	15	威海港-[40级]威海港	117.5	114	342	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	126.699997	63.799999	玉门关
441	243	151	边塞-[20级]边塞	126.699997	63.799999	342	1	1	x:0.3 y:0.7	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	126.699997	63.799999	玉门关
442	242	0	大都-[40级]大都·中心城	126.8	173	343	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
443	244	15	威海港-[40级]威海港	117.5	114	343	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	126.8	173	大都驿卒
444	242	0	大都-[40级]大都·中心城	126.8	173	344	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
445	244	15	威海港-[40级]威海港	117.5	114	344	1	1	x:0.6 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
446	251	151	边塞-[20级]玉门关	126.699997	63.799999	345	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	126.699997	63.799999	玉门关
447	252	151	边塞-[20级]河西走廊	127	209	345	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	126.699997	63.799999	玉门关
448	251	151	边塞-[20级]玉门关	126.699997	63.799999	346	1	1	x:0.5 y:0.3	0	-1	1502	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	127	209	河西走廊
449	252	151	边塞-[20级]河西走廊	127	209	346	1	1	x:0.5 y:0.6	0	-1	1503	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	151	127	209	河西走廊
450	253	15	威海港-[40级]定海广场	117.5	114	347	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	117.5	114	威海定海广场
451	254	15	威海港-[40级]怒威号	177.399994	135.300003	347	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	117.5	114	威海定海广场
452	253	15	威海港-[40级]定海广场	117.5	114	348	1	1	x:0.3 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	15	177.399994	135.300003	威海怒威号
453	254	15	威海港-[40级]怒威号	177.399994	135.300003	348	1	1	x:0.6 y:0.5	0	-1	1506	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_10	15	177.399994	135.300003	威海怒威号
454	211	0	大都-[40级]大都·中心城	126.8	173	349	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
455	216	0	大都-[40级]大都·崇天门	127	81	349	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
456	214	0	大都-[40级]大都·大相国寺	43	92	349	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
457	219	0	大都-[40级]大都·赵王府	210	76	349	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
458	215	38	大都-[40级]大都·西	157	135	349	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
459	212	37	大都-[40级]大都·东	128.5	123	349	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
460	213	36	大都-[40级]大都·南	128	98	349	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
461	217	2	大都-[40级]泰山	168	145	349	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
462	218	4	大都-[40级]太行山	144	38	349	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	127	81	大都-[40级]大都·崇天门
463	211	0	大都-[40级]大都·中心城	126.8	173	350	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
464	216	0	大都-[40级]大都·崇天门	127	81	350	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
465	214	0	大都-[40级]大都·大相国寺	43	92	350	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
466	219	0	大都-[40级]大都·赵王府	210	76	350	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
467	215	38	大都-[40级]大都·西	157	135	350	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
468	212	37	大都-[40级]大都·东	128.5	123	350	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
469	213	36	大都-[40级]大都·南	128	98	350	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
470	217	2	大都-[40级]泰山	168	145	350	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
471	218	4	大都-[40级]太行山	144	38	350	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	2	168	145	大都-[40级]泰山
472	211	0	大都-[40级]大都·中心城	126.8	173	351	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
473	216	0	大都-[40级]大都·崇天门	127	81	351	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
474	214	0	大都-[40级]大都·大相国寺	43	92	351	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
475	219	0	大都-[40级]大都·赵王府	210	76	351	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
476	215	38	大都-[40级]大都·西	157	135	351	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
477	212	37	大都-[40级]大都·东	128.5	123	351	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
478	213	36	大都-[40级]大都·南	128	98	351	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
479	217	2	大都-[40级]泰山	168	145	351	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
480	218	4	大都-[40级]太行山	144	38	351	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	4	144	38	大都-[40级]太行山
481	211	0	大都-[40级]大都·中心城	126.8	173	352	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
482	216	0	大都-[40级]大都·崇天门	127	81	352	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
483	214	0	大都-[40级]大都·大相国寺	43	92	352	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
484	219	0	大都-[40级]大都·赵王府	210	76	352	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
485	215	38	大都-[40级]大都·西	157	135	352	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
486	212	37	大都-[40级]大都·东	128.5	123	352	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
487	213	36	大都-[40级]大都·南	128	98	352	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
488	217	2	大都-[40级]泰山	168	145	352	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
489	218	4	大都-[40级]太行山	144	38	352	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	43	92	大都-[40级]大都·大相国寺
490	211	0	大都-[40级]大都·中心城	126.8	173	353	1	1	x:0.5 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
491	216	0	大都-[40级]大都·崇天门	127	81	353	1	1	x:0.5 y:0.3	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
492	214	0	大都-[40级]大都·大相国寺	43	92	353	1	1	x:0.4 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
493	219	0	大都-[40级]大都·赵王府	210	76	353	1	1	x:0.6 y:0.4	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
494	215	38	大都-[40级]大都·西	157	135	353	1	1	x:0.2 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
495	212	37	大都-[40级]大都·东	128.5	123	353	1	1	x:0.8 y:0.5	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
496	213	36	大都-[40级]大都·南	128	98	353	1	1	x:0.5 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
497	217	2	大都-[40级]泰山	168	145	353	1	1	x:0.9 y:0.9	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
498	218	4	大都-[40级]太行山	144	38	353	1	1	x:0.1 y:0.8	0	-1	1522	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	0	210	76	大都-[40级]大都·赵王府
499	261	3	中兴府	42	132	360	1	1	x:0.6 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_11	3	42	132	中兴府
500	262	8	领地-[60级]阿尔金山	227	163	360	1	40	x:0.5 y:0.5	800	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	3	42	132	中兴府
501	263	5	领地-[40级]凤翔府	129	32	361	1	40	x:0.2 y:0.8	500	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	186	232	领地大都南
502	264	36	大都-[40级]大都·南	186	232	361	1	1	x:0.2 y:0.6	0	-1	1524	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	36	186	232	领地大都南
503	265	11	领地-[70级]撒马尔罕	233	164	362	1	40	x:0.5 y:0.7	1100	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	10	49	120	红沙漠
504	266	10	红沙漠	49	120	362	1	1	x:0.5 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	10	49	120	红沙漠
505	2100	151	边塞-[20级]边塞	171	120	2100	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
506	2102	5	领地-[40级]凤翔府	146	60	2100	1	40	x:0.9 y:0.6	500	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
507	2103	8	领地-[60级]阿尔金山	96	138	2100	1	40	x:0.6 y:0.4	800	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
508	2104	11	领地-[70级]撒马尔罕	125	159	2100	1	40	x:0.5 y:0.4	1100	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
509	2105	17	领地-[80级]莫斯科公国	169	122	2100	1	40	x:0.4 y:0.3	1400	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
510	2106	20	领地-[90级]匈牙利王国	204	74	2100	1	40	x:0.3 y:0.4	1700	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
511	2107	23	领地-[100级]大马士革	115	82	2100	1	40	x:0.5 y:0.8	2000	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
512	2132	26	领地-[110级]对马岛	100	100	2100	1	999	x:0.9 y:0.4	2300	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
513	2110	30	领地-[120级]大理	100	100	2100	1	999	x:0.8 y:0.8	2600	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
514	2133	33	领地-[130级]婆罗洲	100	100	2100	1	999	x:0.7 y:0.9	2900	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	151	171	120	领地边塞
515	2102	5	领地-[40级]凤翔府	146	60	2102	1	1	x:0.9 y:0.6	500	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	5	146	60	凤翔府
516	2100	151	王国-[20级]天山边塞	171	120	2102	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	5	146	60	凤翔府
517	2103	8	领地-[60级]阿尔金山	96	138	2103	1	60	x:0.6 y:0.4	800	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	8	96	138	阿尔金山
518	2100	151	王国-[20级]天山边塞	171	120	2103	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	8	96	138	阿尔金山
519	2104	11	领地-[70级]撒马尔罕	125	159	2104	1	70	x:0.5 y:0.4	1100	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	11	125	159	撒马尔罕
520	2100	151	王国-[20级]天山边塞	171	120	2104	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	11	125	159	撒马尔罕
521	2105	17	领地-[80级]莫斯科公国	169	122	2105	1	80	x:0.4 y:0.3	1400	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	17	169	122	莫斯科公国
522	2100	151	王国-[20级]天山边塞	171	120	2105	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	17	169	122	莫斯科公国
523	2106	20	领地-[90级]匈牙利王国	204	74	2106	1	90	x:0.3 y:0.4	1700	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	20	204	74	匈牙利
524	2100	151	王国-[20级]天山边塞	171	120	2106	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	20	204	74	匈牙利
525	2107	23	领地-[100级]大马士革	115	82	2107	1	100	x:0.5 y:0.8	2000	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	23	115	82	大马士革
526	2100	151	王国-[20级]天山边塞	171	120	2107	1	1	x:0.7 y:0.7	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	23	115	82	大马士革
527	2110	30	领地-[120级]大理	100	100	2110	1	999	x:0.8 y:0.9	2600	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	大理
528	2100	151	王国-[20级]天山边塞	171	120	2110	1	1	x:0.5 y:0.5	0	-1	-1	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	33	100	100	大理
529	2201	150	王国-[10级]王城中心广场	127.95	118	2111	1	1	x:0.2 y:0.2	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
530	2202	204	王国迷宫-[25级]迷宫一层	79	182	2111	1	25	x:0.2 y:0.55	0	-1	1492	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
531	2203	205	王国迷宫-[40级]迷宫二层	168	191	2111	1	25	x:0.3 y:0.6	0	-1	1493	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
532	2204	206	王国迷宫-[50级]迷宫三层	60	138	2111	1	25	x:0.4 y:0.65	0	-1	1494	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
533	2205	207	王国迷宫-[60级]迷宫四层	76	65	2111	1	25	x:0.5 y:0.6	0	-1	1495	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
534	2206	208	王国迷宫-[70级]迷宫五层	198	51	2111	1	25	x:0.6 y:0.7	0	-1	1496	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
535	2207	209	王国迷宫-[80级]迷宫六层	200	205	2111	1	25	x:0.7 y:0.4	0	-1	1497	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
536	2208	210	王国迷宫-[90级]迷宫七层	199	185	2111	1	25	x:0.75 y:0.5	0	-1	1498	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
537	2209	211	王国迷宫-[100级]迷宫八层	168	190	2111	1	25	x:0.7 y:0.6	0	-1	1499	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	150	127.95	118	王城-中心广场
538	2201	150	王国-[10级]王城中心广场	127.95	118	2112	1	25	x:0.2 y:0.2	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
539	2202	204	王国迷宫-[25级]迷宫一层	79	182	2112	1	25	x:0.2 y:0.55	0	-1	1492	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
540	2203	205	王国迷宫-[40级]迷宫二层	168	191	2112	1	25	x:0.3 y:0.6	0	-1	1493	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
541	2204	206	王国迷宫-[50级]迷宫三层	60	138	2112	1	25	x:0.4 y:0.65	0	-1	1494	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
542	2205	207	王国迷宫-[60级]迷宫四层	76	65	2112	1	25	x:0.5 y:0.6	0	-1	1495	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
543	2206	208	王国迷宫-[70级]迷宫五层	198	51	2112	1	25	x:0.6 y:0.7	0	-1	1496	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
544	2207	209	王国迷宫-[80级]迷宫六层	200	205	2112	1	25	x:0.7 y:0.4	0	-1	1497	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
545	2208	210	王国迷宫-[90级]迷宫七层	199	185	2112	1	25	x:0.75 y:0.5	0	-1	1498	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
546	2209	211	王国迷宫-[100级]迷宫八层	168	190	2112	1	25	x:0.7 y:0.6	0	-1	1499	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	204	79	182	王国迷宫-[25级]迷宫一层
547	2201	150	王国-[10级]王城中心广场	127.95	118	2113	1	25	x:0.2 y:0.2	0	-1	1520	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	205	168	191	王国迷宫-[40级]迷宫二层
548	2202	204	王国迷宫-[25级]迷宫一层	79	182	2113	1	25	x:0.2 y:0.55	0	-1	1492	set:CJSH_item_biaoqing_icon_1 image:CJSH_item_biaoqing_icon_1_9	205	168	191	王国迷宫-[40级]迷宫二层
