INT	INT	STRING	STRING	STRING	STRING	STRING	INT	INT	STRING	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	INT	FLOAT	INT	STRING	STRING	INT	INT	CNC	INT	INT	INT	STRING	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT	FLOAT
612	5	巫神之舞	萨满技能	#cF9BA11回复周围半径10米内6个队友720点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友960点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友1200点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友1440点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友1680点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友1920点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友2160点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友2400点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友2640点生命，自身魔攻计算比例300%|#cF9BA11回复周围半径10米内6个队友2880点生命，自身魔攻计算比例300%|		CJSH_skill_player_5_10	0	10	60000|60000|60000|60000|60000|60000|60000|60000|60000|60000|	4000|4000|4000|4000|4000|4000|4000|4000|4000|4000|	-1	100	60	1	1	1	0	1	0	0	9	133	128	0	0	0	0	1	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0	1	0	0	10	0	|生效一次的附加效果1	6191|6192|6193|6194|6195|6196|6197|6198|6199|6200|	-1	-1			0	-1		18	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	800	0	-1	1	999	-1	1	-1	360	9	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	10	100	-1
613	5	智力增强	萨满技能	被动技能#r#cF9BA11永久增加基础智力10%|被动技能#r#cF9BA11永久增加基础智力20%|被动技能#r#cF9BA11永久增加基础智力30%|被动技能#r#cF9BA11永久增加基础智力40%|被动技能#r#cF9BA11永久增加基础智力50%|被动技能#r#cF9BA11永久增加基础智力60%|被动技能#r#cF9BA11永久增加基础智力70%|被动技能#r#cF9BA11永久增加基础智力80%|被动技能#r#cF9BA11永久增加基础智力90%|被动技能#r#cF9BA11永久增加基础智力100%|		CJSH_skill_player_5_11	0	10	-1	-1	-1	0	0	0	0	0	0	1	0	3	10		-1	0	0	1	2	2	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|	1	0	0	0	0	|生效一次的附加效果1	6131|6132|6133|6134|6135|6136|6137|6138|6139|6140|	-1	-1			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
614	5	魔攻增强	萨满技能	被动技能#r#cF9BA11永久增加基础魔攻10%|被动技能#r#cF9BA11永久增加基础魔攻20%|被动技能#r#cF9BA11永久增加基础魔攻30%|被动技能#r#cF9BA11永久增加基础魔攻40%|被动技能#r#cF9BA11永久增加基础魔攻50%|被动技能#r#cF9BA11永久增加基础魔攻60%|被动技能#r#cF9BA11永久增加基础魔攻70%|被动技能#r#cF9BA11永久增加基础魔攻80%|被动技能#r#cF9BA11永久增加基础魔攻90%|被动技能#r#cF9BA11永久增加基础魔攻100%|		CJSH_skill_player_4_16	0	10	-1	-1	-1	0	0	0	0	0	0	1	0	3	11		-1	0	0	1	2	2	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|	1	0	0	0	0	|生效一次的附加效果1	6141|6142|6143|6144|6145|6146|6147|6148|6149|6150|	-1	-1			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
615	5	韧性增强	萨满技能	被动技能#r#cF9BA11永久增加自身韧性1点|被动技能#r#cF9BA11永久增加自身韧性2点|被动技能#r#cF9BA11永久增加自身韧性3点|被动技能#r#cF9BA11永久增加自身韧性4点|被动技能#r#cF9BA11永久增加自身韧性5点|被动技能#r#cF9BA11永久增加自身韧性6点|被动技能#r#cF9BA11永久增加自身韧性7点|被动技能#r#cF9BA11永久增加自身韧性8点|被动技能#r#cF9BA11永久增加自身韧性9点|被动技能#r#cF9BA11永久增加自身韧性15点|		CJSH_skill_player_1_14	0	10	-1	-1	-1	0	0	0	0	0	0	1	0	3	12		-1	0	0	1	2	2	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|	1	0	0	0	0	|生效一次的附加效果1	6151|6152|6153|6154|6155|6156|6157|6158|6159|6160|	-1	-1			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1		0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
616	5	石神附体	萨满技能	#cF9BA11免疫所有伤害效果和控制效果，持续5秒|#cF9BA11免疫所有伤害效果和控制效果，持续5.5秒|#cF9BA11免疫所有伤害效果和控制效果，持续6秒|#cF9BA11免疫所有伤害效果和控制效果，持续6.5秒|#cF9BA11免疫所有伤害效果和控制效果，持续7秒|#cF9BA11免疫所有伤害效果和控制效果，持续7.5秒|#cF9BA11免疫所有伤害效果和控制效果，持续8秒|#cF9BA11免疫所有伤害效果和控制效果，持续8.5秒|#cF9BA11免疫所有伤害效果和控制效果，持续9秒|#cF9BA11免疫所有伤害效果和控制效果，持续9.5秒|		CJSH_skill_player_5_12	0	10	180000|180000|180000|180000|180000|180000|180000|180000|180000|180000|	-1	-1	100	100	0	0	0	0	1	0	2	13		127	0	0	0	0	1	0|0|0|0|0|0|0|0|0|0	0|0|0|0|0|0|0|0|0|0|	1	0	0	0	0	|生效一次的附加效果1	6171|6172|6173|6174|6175|6176|6177|6178|6179|6180|	-1	-1			0	-1		18	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	1	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
617	5	雪神附体	萨满技能	#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|#cF9BA11释放后可解除目标大部分负面效果|		CJSH_skill_player_5_13	0	10	800|800|800|800|800|800|800|800|800|800|	1800|1600|1400|1200|1000|800|600|400|200|0|	-1	100	20	1	1	1	0	1	0	0	14	135	130	0	0	0	1	1	0|0|0|0|0|0|0|0|0|0	16|16|16|16|16|16|16|16|16|16|	1	0	0	0	1	|生效一次的附加效果1	6181|6182|6183|6184|6185|6186|6187|6188|6189|6190|	-1	-1			0	-1		18	-1	-1	-1	-1	-1	-1	-1	-1	-1	1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	0	-1	0	999	-1	1	-1	360	1	-1	0	0	0	0	0	5	100	0	-1	-1	|引导周期的附加效果1	-1	生效一次的附加效果2	-1	引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1	1	10	100	-1
#	分隔符	#	分隔符	#	#	#	#	5	#	#	#	#	#	#	0	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#|#|#|#|#|#|#|#|#|#|	#	#	#	#	#	#	#	-1	#		#	#	-1	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0	#	800	#	-1	#	-1	#	#	#	#	#	#	#	0	#	#	#	5	100	#	-1	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#				-1
#	分隔符	#	分隔符	#	#	#	#	5	#	#	#	#	#	#	0	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#|#|#|#|#|#|#|#|#|#|	#	#	#	#	#	#	#	-1	#		#	#	-1	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	0	#	800	#	-1	#	-1	#	#	#	#	#	#	#	0	#	#	#	#	#	#	-1	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#	#				-1
900	-1	武士：普通攻击	系统预留	系统预留		Ability_BackStab	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	3|3|3|3|3	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
901	-1	中程：普通攻击	系统预留	系统预留		Ability_BackStab	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	8|8|8|8|8	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
902	-1	远程：普通攻击	系统预留	系统预留		Ability_BackStab	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	15|15|15|15|15	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
903	-1	近程：技能攻击	系统预留	系统预留		Ability_BackStab	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	3|3|3|3|3	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
904	-1	中程：技能攻击	系统预留	系统预留		Ability_BackStab	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	10|10|10|10|10	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
905	-1	远程：技能攻击	系统预留	系统预留		Ability_BackStab	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	15|15|15|15|15	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
906	-1	自身范围群攻	100%伤害周围群攻（需攻）	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放		Ability_Food_273	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	0	-1	0|0|0|0|0	5|5|5|5|5	-1	0	0	15	0	|生效一次的附加效果1	1251|1252|1253|1254|1255	-1	-1			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	4	2000	1	-1	0	-1	-1	1	-1	360	6	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
907	-1	瞬加血	瞬加血	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放		Ability_Food_292	0	5	3600|3600|3600|3600|3600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	0	-1	0|0|0|0|0	5|5|5|5|5	-1	0	0	15	0	|生效一次的附加效果1	103|103|103|103|103	-1	-1			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	0	2000	1	-1	0	-1	-1	1	-1	360	6	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
908	-1	DOT	诅咒	有效距离：2米#r瞬间释放#r#cFF6600自动连续释放		Ability_Food_292	0	5	1000|1000|1000|1000|1000	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	0	-1	0|0|0|0|0	5|5|5|5|5	-1	0	0	15	0	|生效一次的附加效果1	102|102|102|102|102	-1	-1			0	-1		-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	6	-1	0	0	1	0	0	0	0	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
909	-1	召唤原始攻击	攻击距离不读该表	系统预留		funny_01	0	5	1300|1300|1300|1300|1300	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	1	1	0	2	200		100;101;102	0	0	0	1	-1	0|0|0|0|0	3|3|3|3|3	-1	0	1	0	1	|生效一次的附加效果1	311|312|313|314|315	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	800	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
910	-1	召唤兽近程	系统预留	系统预留		Ability_BackStab	0	5	2600|2600|2600|2600|2600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	3|3|3|3|3	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
911	-1	召唤兽中程	系统预留	系统预留		Ability_BackStab	0	5	2600|2600|2600|2600|2600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	8|8|8|8|8	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
912	-1	召唤兽远程	系统预留	系统预留		Ability_BackStab	0	5	2600|2600|2600|2600|2600|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	1	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	15|15|15|15|15	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
920	-1	1.2秒近程攻击	系统预留	系统预留		Ability_BackStab	0	5	1800|1800|1800|1800|1800|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	3|3|3|3|3	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
921	-1	1.2秒中程攻击	系统预留	系统预留		Ability_BackStab	0	5	1800|1800|1800|1800|1800|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	7|7|7|7|7	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
922	-1	1.2秒远程攻击	系统预留	系统预留		Ability_BackStab	0	5	1800|1800|1800|1800|1800|	-1|-1|-1|-1|-1	-1|-1|-1|-1|-1	-1	-1	0	1	0	1	1	0	2	254		102;103	0	0	0	1	-1	0|0|0|0|0	15|15|15|15|15	-1	0	1	0	1	|生效一次的附加效果1	0|0|0|0|0	-1	-1		0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	0|0|0|0|0	0	5	2000	1	-1	0	-1	-1	1	-1	360	1	-1	0	0	0	1	100	5	100	0	-1	-1	|引导周期的附加效果1	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	|生效一次的附加效果2	-1	|引导周期的附加效果2	-1	-1	-1				-1
