INT	INT	STRING	STRING	STRING	STRING	STRING
1128	0	《青藏高原》最早由谁演唱？	韩红	谭维维	阿宝	李娜
1129	0	素有“沙漠之舟”之称的内蒙古双峰驼生长在哪里？	沼泽地	草原地区	平原地区	荒漠地区
1130	0	瑞士的首都是哪里？	曼谷	大阪	伯尔尼	巴黎
1131	0	亚洲耕地面积最大的国家是？	日本	韩国	印度	新加坡
1132	0	土耳其的首都在哪里？	曼谷	安卡拉	大阪	东京
1133	0	青藏高原平均海拔多少米？	4500米	231米	520米	1222米
1134	0	古诗云：“洞庭天下水，岳阳天下楼”。岳阳楼在哪座湖边上？	青海湖	洞庭湖	西湖	千岛湖
1135	0	三大金字塔中最大的是哪一座？	哈弗拉金字塔	胡夫金字塔	门卡乌拉金字塔	一样大
1136	0	芬兰的首都是哪里？	纽约	巴黎	东京	赫尔辛基
1137	0	最深的湖泊是？	西湖	洞庭湖	贝加尔湖	太湖
1138	0	乐山大佛在那个省？	河北	武汉	河南	四川
1139	0	中国面积最大的省份是哪一个？	新疆	山西	合肥	武汉
1140	0	被称为“瓷都”的是我国哪一城市？	杭州	景德镇	大连	海口
1141	0	苏伊士运河是哪个国家的？	埃及	日本	韩国	柬埔寨
1142	0	哪个国家被称为“千湖国”？	日本	法国	芬兰	泰国
1143	0	“枪杆子里出政权”是谁提出的？	周恩来	贺龙	毛泽东	邓小平
1144	0	划分湖南、湖北的“湖”指？	西湖	太湖	洞庭湖	芜湖
1145	0	下列哪一地区不属于我国四大经济特区之一？	深圳	天津	珠海	厦门
1146	0	世界环境日是哪天？	2月14日	12月31日	7月7日	6月5日
1147	0	“敖包相会”中的“敖包”是？	河流	小土山	石堆	草地
1148	0	黄鹤楼在我国哪一个省？	西安	湖北	淮南	大连
1149	0	香槟酒的主要原料是？	橘子	苹果	葡萄	梨
1150	0	著名雕塑作品《大卫》出于谁之手？	米开朗基罗	罗丹	米隆	达芬奇
1151	0	“阿凡提”在新疆维吾尔族语里是什么意思？ 	朋友多的人	机智的人	勇猛的人	美丽的人
1152	0	北京申奥，万众一心。请问。谁是北京申奥的第一位形象大使？	杨澜	成龙	鲁豫	刘璇
1153	0	金婚是纪念结婚多少周年？	10年	20年	35年	50年
1154	0	下列干果中脂肪含量最高的是？	瓜子	花生	核桃	开心果
1155	0	鲜啤酒就是通常所说的？	纯生啤酒	生啤酒	熟啤酒	温啤酒
1156	0	按古代兄弟排行的顺序，次子应该称为？	伯	仲	叔	侄
1157	0	以下不属于道教“四大天师”的是？	张果老	葛玄	许逊	张道陵
1158	0	以下不属于佛教“四谛”教义的是？	泣	苦	灭	集
1159	0	下列哪座山不属于我国四大佛山之一？	五台山	峨眉山 	百花山	九华山
1160	0	下面哪个不是道教的三清？	太清	上清	玉清	晚清
1161	0	以下哪个不是佛教三宝？	佛 	法 	僧	庙
1162	0	不属于世界三大宗教的是哪一个？	佛教	伊斯兰教	道教	基督教
1163	0	佛教由谁创立的？	释迦摩尼	亚历山大	达赖	耶稣
1164	0	不属于佛教典著的是哪一个？	大悲咒	金刚经	三世因果经	七真年谱
1165	0	下列哪一个宗教是无神论者？	天主教	伊斯兰教	佛教	基督教
1166	0	基督教的创始人是谁？	耶和华	耶稣	释迦摩尼	玛利亚
1167	0	在西方纪念耶稣基督复活的节日是哪一个？	圣诞节	万圣节	复活节	狂欢节
1168	0	什么是基督教的象征？	火	星月	十字星座	十字架
1169	0	佛教的发源地是哪里？	天竺	泰国	菲律宾	印尼
1170	0	以下不属于佛教“横三世佛”的是？	药师佛	乐山大佛	阿弥陀佛	释迦牟尼佛
1171	0	“三人行，必有我师”出自哪位大家？	孟子	孔子	韩非子	孙子
1172	0	佛曰：“救人一命，胜造七级浮屠。”其中浮屠的意思指的是什么？	地狱	楼宇	宝塔	力量
1173	0	《大悲咒》是哪个教派的著作？	伊斯兰教	道教	基督教	佛教
1174	0	古人所称的“顿首”之礼是指？	跪而头叩地	挥手问候	拱手弯腰示礼	请客人吃顿饭
1175	0	古人讲究谦辞礼让，谈到自己儿子时一般称为？	家犬	犬子	令郎	令犬
1176	0	古人讲究尊称礼节，谈到对方父亲时一般称为？	泰山	令堂	令尊	令郎
1177	0	古人讲究尊称礼节，谈到对方儿子时一般称为？	泰山	令堂	令尊	令郎
1178	0	古人所称的“颔首”是指什么？	跪而头叩地	点头表示答应	拱手弯腰示礼	请客人吃顿饭
1179	0	《圣经》是哪个教派的著作？	伊斯兰教	道教	基督教	佛教
1180	0	古人所称的“拙荆”是指？	自己的妻子	自己的丈夫	对方的妻子	对方的丈夫
1181	0	古人讲究尊称礼节，谈到对方母亲时一般称为？	泰山	令堂	令尊	令郎
1182	0	古人讲究尊称礼节，谈到对方女儿时一般称为？	令爱	犬子	令郎	令犬
1183	0	下列哪项是古时对朋友的敬称？	官人	足下	令尊	令堂
1184	0	下列哪项不属于“三礼”？	仪礼	礼记	春秋	周礼
1185	0	以下不是古代祭祀常用牲畜的是？	狗	牛	羊	猪
1186	0	以下不是古代“祭祀”准备活动的是？	沐浴	斋戒	更衣	拍照
1187	0	佛教所称“圆寂”是指？	佛门中人去世	斋戒沐浴	面壁思过	作法事
1188	0	佛教中人所用的“钵”是指什么？	兵器	书籍	餐具	衣服
1189	0	拜佛时香客送上的“香火钱，香油钱”是用来做什么的？	作为拜师费用	公共基金	请和尚颂经	捐赠给寺庙
1190	0	信奉伊斯兰教的人称为什么？	圣徒	穆斯林	摩纳哥	多明戈
1191	0	伊斯兰教的根本经典是什么？	道德经	古兰经	圣经	三字经
1192	0	下列哪个一不是基督教三个宗派之一？	东正教	新教	伊斯兰教	天主教
1193	0	下列属于儒家经典的是？	道德经	圣经 	古兰经	诗经
1194	0	以下属于古代祭祀常用牲畜的是？	狗	鹅	猪	兔
1195	0	下列哪项不属于佛教中的“八识”？	眼识	耳识	鼻识	认识
1196	0	佛教的基本礼节是？	鞠躬	下跪	双手合十	拥抱
1197	0	下列哪项不属于佛教中的“五戒”？	不杀生	不妄语	不洗澡	不盗窃
1198	0	《道德经》是哪个教派的著作？	伊斯兰教	道教	基督教	佛教
1199	0	在寺庙里总掌各项事务的一位僧人称为什么？	主持方丈	总管	护法禅师	护法长老
1200	0	谁与文殊菩萨、普贤菩萨、地藏菩萨一起，被称为四大菩萨？	金刚手菩萨	观音菩萨	虚空藏菩萨	普贤菩萨
1201	0	下列哪项不属于春节特有的风俗？	吃粽子	贴春联	吃年夜饭	放炮竹
1202	0	提出学习要“温故而知新”的教育家是谁？ 	孟子	庄子	韩非子	孔子
1203	0	北京东岳庙主祀的是？	汉武大帝	东岳大帝	武则天	康熙
1204	0	西藏佛教是属于哪一类？	伊斯兰教	基督教	小乘佛教 	汉传佛教
1205	0	下列哪一项不属于儒家经典？	《诗经》	《圣经》	《尚书》	《礼记》
1206	0	儒家学派创始人是谁？	孔子	老子	孟子	庄子
1207	0	道家学派创始人是谁？	孔子	老子	孟子	庄子
1208	0	维纳斯是希腊神话中主掌什么的女神？	智慧	爱和美	事业	自由
1209	0	“丘比特”是西方传说中哪种神的别称？	天神	爱神	智慧之神	战神
1210	0	玛利亚和耶稣的关系是什么？	母子	朋友	夫妻	父女
1211	0	传说中上帝用几天创造了天地？	5	6	7	8
1212	0	耶稣创造的第一个有灵的活人是谁？	亚当	亚尼	亚来	莱尼
1213	0	亚当给他的妻子起名叫什么？	伊娃	洛娃	伊人	夏娃
1214	0	希腊神话中雅典娜的专属城市是？	费城	开罗	雅典	罗马
1215	0	下列哪种物品可以给脚保暖？	帽子	围脖儿	手套	鞋子
1216	0	下列哪种物品可以给手保暖？	毛巾	护膝	手套	裤子
1217	0	下列哪种物品可以给脖子保暖？	头盔	围脖儿	袜子	坎肩
1218	0	下列哪种物品可以给头部保暖？	帽子	风衣	戒指	腰带
1219	0	蚂蚁靠下列哪种传递信息？ 	触角	四肢	嘴	唾液
1220	0	什么树木长松子？	杨树	桃树	松树	柏树
1221	0	蜘蛛有几条腿？	6	2	3	8
1222	0	人类的坐骑通常是下列哪种动物？	猪	马	猫	羊
1223	0	什么珍惜动物有黑眼圈？	熊猫	鸡	鸭	鹅
1224	0	青蛙有几条腿？	1	2	3	4
1225	0	绿色植物通过光合作用吸收什么气体？	氯气	二氧化碳	氢气	甲烷
1226	0	绿色植物通过光合作用吸收二氧化碳，释放什么气体？	氯气	氧气	氢气	甲烷
1227	0	下列哪种动物的体积最大？	大象	小狗	兔子	狐狸
1228	0	造成煤气中毒的气体是什么气体？	乙炔	丁烷	一氧化碳	氧气
1229	0	干冰由什么凝结成的？	甲烷	氦气	氨气	二氧化碳
1230	0	人的心脏有几个腔？	1	8	4	9
1231	0	下列哪种动物常用8字舞蹈？	蜜蜂	跳蚤	蚂蚁	熊
1232	0	中国最大的商业银行？	工商银行	浦发银行	农业银行	交通银行
1233	0	下列哪种动物不下蛋？	蛇	鸡	麻雀	马
1234	0	下列哪种动物下蛋？	骆驼	熊猫	鸡	河马
1235	0	下列哪种动物是复眼？	老鼠	苍蝇	猴子	鲤鱼
1236	0	下列哪种动物不长鳞片？	猪	鲫鱼	穿山甲	鲢鱼
1237	0	下列哪种动物不冬眠？	熊	蛇	龟	狗
1238	0	下列哪种动物冬眠？	马	骆驼	熊	黑猩猩
1239	0	下列哪种动物不是鱼类？	鲤鱼	企鹅	鲫鱼	鲨鱼
1240	0	下列哪种动物喜欢爬树？	猴子	大象	犀牛	马
1241	0	下列哪种动物是肉食动物？	羊	兔子	牛	老虎
1242	0	你认为哪种植物不是果树？	桃树	梨树	榆树	苹果树
1243	0	下列哪种植物不经常用作绿化？	花	白菜	草	松树
1244	0	下列哪种动物能发电？	牦牛	鹦鹉	狗	电鳗
1245	0	下列哪种动物会飞行？	老鹰	刺猬	老鼠	蛇
1246	0	什么动物爱打鸣？	海豚	章鱼	长颈鹿	公鸡
1247	0	请选出凶猛的爬行动物？	兔子	鹦鹉	鳄鱼	鹅
1248	0	哪个是水陆两栖动物？	骆驼	鲫鱼	青蛙	黑猩猩
1249	0	你能挑出其中的水陆两栖动物吗？	穿山甲	熊猫	蟾蜍	麻雀
1250	0	第几项是爬行动物？	秃鹫	树懒	海龟	金丝猴
1251	0	下列哪种动物是不会飞行的鸟类？	鸽子	蜂鸟	企鹅	海蜇
1252	0	下列哪种动物有4条腿？	猪	鸡	鸭	鹅
1253	0	人类常用哪种动物当坐骑？	马	蛇	泥鳅	海鳗
1254	0	常用来耕田的动物是什么？	牛	蜂鸟	天鹅	杜鹃
1255	0	咩咩叫的是什么动物？	羊	苍蝇	狼蛛	螃蟹
1256	0	传说中有九条命的是什么动物？	圆蛛	猫	球腹蛛	大雁
1257	0	对主人高度忠诚的是什么动物？	鹌鹑	狗	百灵	乌鸦
1258	0	受惊时，全身棘刺竖立，卷成如刺球状的动物是？	蟑螂	刺猬	臭虫	蚂蚁
1259	0	下列哪种动物有4条腿？	金枪鱼	老虎	水母	珊瑚虫
1260	0	下列哪种动物有4条腿？	八哥	跳蚤	狮子	海鸥
1261	0	下列哪种动物有皮毛？	蜈蚣	潮虫	熊	蚯蚓
1262	0	下列哪种动物有4条腿？	金龟子	海星	豹子	田螺
1263	0	陆生动物中最强壮的四足动物动物之一，角是名贵药材。它叫什么？	抹香鲸	白鳍豚	犀牛	中华鲟
1264	0	下列哪种动物有4条腿？	泥鳅	海鳗	座头鲸	蜥蜴
1265	0	下列哪种动物有4条腿？	天鹅	猫头鹰	啄木鸟	鳄鱼
1266	0	下列哪种动物有4条腿？	虱子	跳蚤	蚊子	大象
1267	0	下列哪种动物有4条腿？	螨虫	阿米巴	蛆	长颈鹿
1268	0	什么是灵长目猿猴亚目窄鼻组4足动物？	黑猩猩	蝴蝶	蜻蜓	绦虫
1269	0	下列哪种动物有4条腿？	乌龟	鲫鱼	鲨鱼	三文鱼
1270	0	下列哪种动物有4条腿？	海龟	海豚	海胆	海星
1271	0	下列哪种动物有4条腿？	驴子	黑寡妇	狼蛛	田螺
1272	0	下列哪种动物有4条腿？	蚯蚓	梅花鹿	乌鸦	蝮蛇
1273	0	下列哪种动物有4条腿？	鸵鸟	袋鼠	兀鹫	白鹭
1274	0	又叫树袋熊、无尾熊、可拉熊的是？	丹顶鹤	考拉	鸬鹚	布谷鸟
1275	0	下列哪种动物有4条腿？	龙虾	食蚁兽	鞭毛虫	血吸虫
1276	0	下列哪种动物有4条腿？	水蛭	狼	跳蚤	蜈蚣
1277	0	下列哪种动物有4条腿？	蚂蚁	狈	螃蟹	水母
1278	0	下列哪种动物有4条腿？	对虾	豺	磷虾	鳕鱼
1279	0	下列哪种动物有爪子？	考拉	马	黑寡妇	大象
1280	0	下列哪种动物有爪子？	食蚁兽	河马	狼蛛	鲫鱼
1281	0	家犬的祖先是什么动物？	狼	鲤鱼	田螺	猪
1282	0	下列哪种动物有爪子？	狈	鲢鱼	水母	蚯蚓
1283	0	下列哪种动物有爪子？	豺	蚊子	鳕鱼	跳蚤
1284	0	下列哪种动物有爪子？	抹香鲸	乌鸦	乌贼	苍蝇
1285	0	下列哪种动物有爪子？	座头鲸	兀鹫	蛇	跳蚤
1286	0	你认为哪种动物有爪子？	海豚	猫头鹰	海星	潮虫
1287	0	下列哪种动物有蹼？	虎鲸	天鹅	珊瑚虫	臭虫
1288	0	下列哪种动物有爪子？	章鱼	鳄鱼	骆驼	跳蚤
1289	0	下列哪种动物有爪子？	海胆	啄木鸟	驴子	阿米巴
1290	0	下列哪种动物有爪子？	蚂蟥	跳蚤	猫	蝴蝶
1291	0	下列哪种动物有爪子？	水蛭	螃蟹	狗	鲫鱼
1292	0	体背和体侧满布棘刺，头、尾和腹面被毛的动物是？	山蛭	磷虾	刺猬	海豚
1293	0	下列哪种动物有爪子？	鱼蛭	黑寡妇	老虎	大象
1294	0	下列哪种动物有爪子？	沙蚕	狼蛛	苍蝇	鸡
1295	0	下列哪种动物有爪子？	海生	田螺	跳蚤	鸭
1296	0	下列哪种动物有爪子？	电鳗	水母	潮虫	鹅
1297	0	下列哪种动物有爪子？	鳕鱼	黄鱼	臭虫	穿山甲
1298	0	下列哪种动物会采蜜？	蜜蜂	猪	刺猬	蜥蜴
1299	0	下列哪种动物能用尾针刺人？	马蜂	马	老虎	鳄鱼
1300	0	下列哪种动物有6条腿？	蜻蜓	牛	狮子	大象
1301	0	下列哪种动物有6条腿？	苍蝇	羊	熊	长颈鹿
1302	0	下列哪种动物有6条腿？	猫	蚊子	豹子	草鱼
1303	0	下列哪种动物有6条腿？	狗	牛虻	犀牛	鲢鱼
1304	0	以下哪种动物有卵、幼虫、蛹、成虫4个发育阶段？	鳙鱼	蝴蝶	斗鱼	扁头平鳅
1305	0	下列哪种动物有6条腿？	青鱼	步行虫	攀鲈鱼	波鱼大海鲢
1306	0	下列哪种动物有6条腿？	鲇鱼	鲮鱼	蟑螂	玻璃鳗
1307	0	下列哪种动物有6条腿？	鮟鱇鱼	鲤鱼	蝼蛄	玻璃鱼
1308	0	下列哪种动物有6条腿？	澳洲鳗	鲫鱼	地老虎	草鲤
1309	0	成虫又称知了的动物是什么？	巴哈马锯鲨	团头鲂鱼	蝉幼虫	草鱼
1310	0	下列哪种动物有6条腿？	鲳鱼	鲮鱼	巴鳅	负子蝽
1311	0	下列哪种动物有6条腿？	长鳍金枪鱼	卷口鱼	巴西达摩鲨	田鳖虫
1312	0	下列哪种动物有6条腿？	长鳍鳍鲇鱼	中华鲅鱼	巴鱼	龟蝽
1313	0	属异翅目且体轻于水的6足昆虫是？	长尾鲨	东坡鱼	鲅鱼	划蝽
1314	0	下列哪种动物有6条腿？	龙虱	花鳅鱼	白甲鱼	长吻锯鲨
1315	0	下列哪种动物有6条腿？	水龟虫	腊光长鳅	白鲨	赤眼鳟
1316	0	下列哪种动物有6条腿？	蜻蜓	沙鳅	白鳝	锤头双髻鲨
1317	0	下列哪种动物有6条腿？	石蛾	扁头平鳅	斑鲨	刺盖鱼
1318	0	下列哪种动物有6条腿？	爬岩鳅	蜉蝣	棒花鱼	达氏鳇
1319	0	小型、无翅、善跳跃的寄生性昆虫是？	平鳍鳅	跳蚤	豹纹鲨	达氏蛇鱼
1320	0	下列哪种动物有6条腿？	小吻鱼	虱子	北极茴鱼	大白鲨
1321	0	下列哪种动物有6条腿？	长鳍鳍鲇鱼	小蜂	北鳅	大头鳗
1322	0	下列哪种动物有6条腿？	比目鱼	胡子鲇鱼	姬蜂	大眼长尾鲨
1323	0	下列哪种动物有6条腿？	鳊鱼	鳗鲡鱼	茧蜂	带鱼
1324	0	下列哪种动物有6条腿？	扁鲨	黄鳝鱼	寄蝇	鲷鱼
1325	0	下列哪种动物有6条腿？	短鳍鳗	鲽鱼	放屁虫	东坡鱼
1326	0	下列哪种动物有6条腿？	短尾线鳗	东坡鲤属	夜蛾幼虫	杜父鱼
1327	0	哪种鱼发出的声音似老人咳嗽？	鮟鱇鱼	黑帽锥尾鹦鹉	猪	筒蛇
