INT	INT	INT	STRING	STRING	INT	INT	STRING	INT	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT	STRING	INT	INT	INT
872	635	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3016	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
873	635	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3013	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
874	635	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
875	635	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3017	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
876	635	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
877	636	-1	Combat	-1	-1	20	-1	-1	-1	-1	-1	BehaviorStateToSkill	3022	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
878	636	-1	Combat	-1	-1	20	-1	-1	-1	-1	-1	BehaviorStateToSkill	3027	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
879	636	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3028	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
880	636	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3029	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
881	636	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3030	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
882	636	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3023	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
883	636	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3024	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
884	636	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3025	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
885	636	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3026	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
886	636	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
887	637	-1	Combat	-1	-1	15	-1	-1	-1	-1	-1	BehaviorStateToSkill	3035	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
888	637	-1	Combat	-1	-1	30	-1	-1	-1	-1	-1	BehaviorStateToSkill	3033	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
889	637	-1	Combat	-1	-1	70	-1	-1	-1	-1	-1	BehaviorStateToSkill	3038	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
890	637	-1	Combat	-1	-1	95	-1	-1	-1	-1	-1	BehaviorStateToSkill	3034	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
891	637	-1	Combat	-1	2	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3037	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
892	637	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3036	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
893	637	-1	Combat	-1	20	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3032	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
894	637	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3031	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
895	637	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
896	638	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	3045	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
897	638	-1	Combat	-1	-1	95	-1	-1	-1	-1	-1	BehaviorStateToSkill	3040	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
898	638	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3041	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
899	638	-1	Combat	-1	20	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3039	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
900	638	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3042	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
901	638	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3043	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
902	638	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3044	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
903	638	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
904	639	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateToSkill	3053	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
905	639	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateToSkill	3052	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
906	639	-1	Combat	-1	-1	60	-1	-1	-1	-1	-1	BehaviorStateToSkill	3051	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
907	639	-1	Combat	-1	4	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3050	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
908	639	-1	Combat	-1	5	-1	-1	-1	-1	-1	3	BehaviorStateToSkill	3048	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
909	639	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3047	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
910	639	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3049	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
911	639	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	3054	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
912	639	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
913	640	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
914	640	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
915	640	-1	Combat	-1	6	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
916	640	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
917	641	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
918	641	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
919	641	-1	Combat	-1	6	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
920	641	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
921	642	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
922	642	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
923	642	-1	Combat	-1	6	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
924	642	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
925	643	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
926	643	-1	Combat	-1	1	80	-1	-1	-1	-1	2	BehaviorStateToSkill	2431	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
927	643	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
928	643	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
929	644	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
930	644	-1	Combat	-1	5	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
931	644	-1	Combat	-1	6	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
932	644	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSummon	7	76	26	-1	-1	-1	-1	-1	-1	-1	-1
933	644	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
934	645	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
935	645	-1	Combat	-1	5	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	135	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
936	645	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
937	645	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
938	645	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
939	646	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
940	646	-1	Combat	-1	5	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	135	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
941	646	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
942	646	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
943	646	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
944	647	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
945	647	-1	Combat	-1	10	50	-1	-1	-1	-1	1	BehaviorStateToSpeak	140	3	-1	-1	-1	-1	-1	-1	-1	-1	-1
946	647	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
947	647	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
948	647	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
949	647	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
950	648	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
951	648	-1	Combat	-1	10	50	-1	-1	-1	-1	1	BehaviorStateToSpeak	140	3	-1	-1	-1	-1	-1	-1	-1	-1	-1
952	648	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2264	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
953	648	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2012	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
954	648	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
955	648	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	922	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
956	649	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
957	649	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
958	649	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
959	649	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
960	649	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
961	649	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
962	649	-1	Combat	-1	7	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
963	649	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
964	650	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
965	650	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
966	650	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
967	650	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
968	650	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
969	650	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
970	650	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2399	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
971	650	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
972	651	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
973	651	-1	Combat	-1	-1	10	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
974	651	-1	Combat	-1	-1	30	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
975	651	-1	Combat	-1	-1	50	-1	-1	-1	-1	1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
976	651	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
977	651	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
978	651	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
979	651	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
980	652	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	130	46	-1	-1	-1	-1	-1	-1	-1	-1
981	652	-1	-1	OnDamage	-1	80	-1	-1	-1	-1	1	BehaviorStateToSummon	7	130	46	-1	-1	-1	-1	-1	-1	-1	-1
982	652	-1	-1	OnDamage	-1	50	-1	-1	-1	-1	1	BehaviorStateToSummon	7	130	46	-1	-1	-1	-1	-1	-1	-1	-1
983	652	-1	-1	OnDamage	-1	20	-1	-1	-1	-1	1	BehaviorStateToSummon	7	130	46	-1	-1	-1	-1	-1	-1	-1	-1
984	652	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
985	652	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
986	652	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
987	653	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
988	653	-1	Combat	-1	5	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	137	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
989	653	-1	Combat	-1	50	-1	-1	-1	-1	-1	-1	BehaviorStateRandomAttack	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
990	653	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2204	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
991	653	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	920	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
992	654	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
993	654	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
994	654	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
995	654	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
996	654	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
997	655	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
998	655	-1	Combat	-1	-1	20	-1	-1	-1	-1	-1	BehaviorStateToSkill	3004	-1	-1	BehaviorStateToSpeak	155	1	-1	-1	-1	-1	-1
999	655	-1	Combat	-1	-1	50	-1	-1	-1	-1	-1	BehaviorStateToSkill	3004	-1	-1	BehaviorStateToSpeak	155	1	-1	-1	-1	-1	-1
1000	655	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2549	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1001	655	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2379	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1002	655	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1003	655	-1	Combat	-1	13	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1004	655	-1	Combat	-1	14	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1005	655	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1006	655	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1007	656	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1008	656	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1009	656	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1010	656	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1011	656	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1012	656	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1013	657	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1014	657	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1015	657	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1016	657	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1017	657	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1018	657	-1	Combat	-1	13	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1019	657	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1020	658	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1021	658	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1022	658	-1	Combat	-1	6	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2379	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1023	658	-1	Combat	-1	7	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1024	658	-1	Combat	-1	8	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1025	658	-1	Combat	-1	9	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1026	658	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1027	658	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1028	659	-1	Combat	-1	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	139	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1029	659	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	138	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1030	659	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2549	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1031	659	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2379	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1032	659	-1	Combat	-1	12	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2301	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1033	659	-1	Combat	-1	13	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2239	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1034	659	-1	Combat	-1	14	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1035	659	-1	Combat	-1	15	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2124	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1036	659	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1037	660	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1038	660	-1	Combat	-1	-1	40	-1	-1	-1	-1	-1	BehaviorStateToSkill	2469	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1039	660	-1	Combat	-1	-1	80	-1	-1	-1	-1	-1	BehaviorStateToSkill	2469	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1040	660	-1	Combat	-1	-1	90	-1	-1	-1	-1	1	BehaviorStateToSpeak	133	1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1041	660	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2014	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1042	660	-1	Combat	-1	11	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2104	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1043	660	-1	Combat	-1	-1	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	921	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1044	661	-1	-1	OnDamage	-1	-1	-1	-1	-1	-1	1	BehaviorStateToSummon	7	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1045	661	-1	Combat	-1	5	-1	-1	-1	-1	-1	1	BehaviorStateToSpeak	129	2	-1	-1	-1	-1	-1	-1	-1	-1	-1
1046	661	-1	Combat	-1	10	-1	-1	-1	-1	-1	-1	BehaviorStateToSkill	2002	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
