INT	INT	INT	INT	INT	INT	STRING	STRING	INT	INT	FLOAT	FLOAT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT
4782	700022	7	1504	70	74	Ðé¿Õ¹Ö_05		55422	-1			0	9	962	1	14	1	0	1	0	0	0
4783	700022	8	1505	70	74	Ðé¿Õ¹Ö_06		55450	-1			0	9	962	1	14	1	0	1	0	0	0
4784	700022	10	1506	70	74	Ðé¿Õ¹Ö_07		55478	-1			0	9	962	1	14	1	0	2	0	0	0
4785	700022	11	1507	70	74	Ðé¿Õ¹Ö_08		55506	-1			0	9	962	1	14	1	0	2	0	0	0
4786	700022	13	1508	70	74	Ðé¿Õ¹Ö_09		55534	-1			0	9	962	1	14	1	0	2	0	0	0
4787	700022	14	1509	70	74	Ðé¿Õ¹Ö_10		55562	-1			0	9	962	1	14	1	0	2	0	0	0
4788	700022	16	1510	70	74	Ðé¿Õ¹Ö_11		55590	-1			0	9	962	1	14	1	0	2	0	0	0
4789	700022	17	1511	70	74	Ðé¿Õ¹Ö_12		55618	-1			0	9	962	1	14	1	0	2	0	0	0
4790	700022	19	1512	70	74	Ðé¿Õ¹Ö_13		56094	-1			0	9	962	1	14	1	0	3	0	0	0
4791	700022	20	1513	70	74	Ðé¿Õ¹Ö_14		56122	-1			0	9	962	1	14	1	0	3	0	0	0
4792	700022	22	1514	70	74	Ðé¿Õ¹Ö_15		56150	-1			0	9	962	1	14	1	0	3	0	0	0
4793	700022	23	1515	70	74	Ðé¿Õ¹Ö_16		56178	-1			0	9	962	1	14	1	0	3	0	0	0
4794	700022	25	1516	70	74	Ðé¿Õ¹Ö_17		56206	-1			0	9	962	1	14	1	0	3	0	0	0
4795	700022	26	1517	70	74	Ðé¿Õ¹Ö_18		56234	-1			0	9	962	1	14	1	0	3	0	0	0
4796	700022	28	1518	70	74	Ðé¿Õ¹Ö_19		56262	-1			0	9	962	1	14	1	0	4	0	0	0
4797	700022	29	1519	70	74	Ðé¿Õ¹Ö_20		56290	-1			0	9	962	1	14	1	0	4	0	0	0
4798	700022	31	1520	70	74	Ðé¿Õ¹Ö_21		56318	-1			0	9	962	1	14	1	0	4	0	0	0
4799	700022	32	1521	70	74	Ðé¿Õ¹Ö_22		56346	-1			0	9	962	1	14	1	0	4	0	0	0
4800	700022	34	1522	70	74	Ðé¿Õ¹Ö_23		56374	-1			0	9	962	1	14	1	0	4	0	0	0
4801	700022	35	1523	70	74	Ðé¿Õ¹Ö_24		56402	-1			0	9	962	1	14	1	0	4	0	0	0
4802	700022	37	1524	70	74	¿ìËÙ¹Ö		56066	-1			0	8	962	1	-1	1	0	1	0	0	0
4803	700022	38	1525	70	74	¿ìËÙ¹Ö		56066	-1			0	8	962	1	-1	1	0	1	0	0	0
4804	700022	1	1526	75	79	Ðé¿Õ¹Ö_01		55311	-1			0	9	962	1	14	1	0	1	0	0	0
4805	700022	2	1527	75	79	Ðé¿Õ¹Ö_02		55339	-1			0	9	962	1	14	1	0	1	0	0	0
4806	700022	4	1528	75	79	Ðé¿Õ¹Ö_03		55367	-1			0	9	962	1	14	1	0	1	0	0	0
4807	700022	5	1529	75	79	Ðé¿Õ¹Ö_04		55395	-1			0	9	962	1	14	1	0	1	0	0	0
4808	700022	7	1530	75	79	Ðé¿Õ¹Ö_05		55423	-1			0	9	962	1	14	1	0	1	0	0	0
4809	700022	8	1531	75	79	Ðé¿Õ¹Ö_06		55451	-1			0	9	962	1	14	1	0	1	0	0	0
4810	700022	10	1532	75	79	Ðé¿Õ¹Ö_07		55479	-1			0	9	962	1	14	1	0	2	0	0	0
4811	700022	11	1533	75	79	Ðé¿Õ¹Ö_08		55507	-1			0	9	962	1	14	1	0	2	0	0	0
4812	700022	13	1534	75	79	Ðé¿Õ¹Ö_09		55535	-1			0	9	962	1	14	1	0	2	0	0	0
4813	700022	14	1535	75	79	Ðé¿Õ¹Ö_10		55563	-1			0	9	962	1	14	1	0	2	0	0	0
4814	700022	16	1536	75	79	Ðé¿Õ¹Ö_11		55591	-1			0	9	962	1	14	1	0	2	0	0	0
4815	700022	17	1537	75	79	Ðé¿Õ¹Ö_12		55619	-1			0	9	962	1	14	1	0	2	0	0	0
4816	700022	19	1538	75	79	Ðé¿Õ¹Ö_13		56095	-1			0	9	962	1	14	1	0	3	0	0	0
4817	700022	20	1539	75	79	Ðé¿Õ¹Ö_14		56123	-1			0	9	962	1	14	1	0	3	0	0	0
4818	700022	22	1540	75	79	Ðé¿Õ¹Ö_15		56151	-1			0	9	962	1	14	1	0	3	0	0	0
4819	700022	23	1541	75	79	Ðé¿Õ¹Ö_16		56179	-1			0	9	962	1	14	1	0	3	0	0	0
4820	700022	25	1542	75	79	Ðé¿Õ¹Ö_17		56207	-1			0	9	962	1	14	1	0	3	0	0	0
4821	700022	26	1543	75	79	Ðé¿Õ¹Ö_18		56235	-1			0	9	962	1	14	1	0	3	0	0	0
4822	700022	28	1544	75	79	Ðé¿Õ¹Ö_19		56263	-1			0	9	962	1	14	1	0	4	0	0	0
4823	700022	29	1545	75	79	Ðé¿Õ¹Ö_20		56291	-1			0	9	962	1	14	1	0	4	0	0	0
4824	700022	31	1546	75	79	Ðé¿Õ¹Ö_21		56319	-1			0	9	962	1	14	1	0	4	0	0	0
4825	700022	32	1547	75	79	Ðé¿Õ¹Ö_22		56347	-1			0	9	962	1	14	1	0	4	0	0	0
4826	700022	34	1548	75	79	Ðé¿Õ¹Ö_23		56375	-1			0	9	962	1	14	1	0	4	0	0	0
4827	700022	35	1549	75	79	Ðé¿Õ¹Ö_24		56403	-1			0	9	962	1	14	1	0	4	0	0	0
4828	700022	37	1550	75	79	¿ìËÙ¹Ö		56067	-1			0	8	962	1	-1	1	0	1	0	0	0
4829	700022	38	1551	75	79	¿ìËÙ¹Ö		56067	-1			0	8	962	1	-1	1	0	1	0	0	0
4830	700022	1	1552	80	84	Ðé¿Õ¹Ö_01		55312	-1			0	9	962	1	14	1	0	1	0	0	0
4831	700022	2	1553	80	84	Ðé¿Õ¹Ö_02		55340	-1			0	9	962	1	14	1	0	1	0	0	0
4832	700022	4	1554	80	84	Ðé¿Õ¹Ö_03		55368	-1			0	9	962	1	14	1	0	1	0	0	0
4833	700022	5	1555	80	84	Ðé¿Õ¹Ö_04		55396	-1			0	9	962	1	14	1	0	1	0	0	0
4834	700022	7	1556	80	84	Ðé¿Õ¹Ö_05		55424	-1			0	9	962	1	14	1	0	1	0	0	0
4835	700022	8	1557	80	84	Ðé¿Õ¹Ö_06		55452	-1			0	9	962	1	14	1	0	1	0	0	0
4836	700022	10	1558	80	84	Ðé¿Õ¹Ö_07		55480	-1			0	9	962	1	14	1	0	2	0	0	0
4837	700022	11	1559	80	84	Ðé¿Õ¹Ö_08		55508	-1			0	9	962	1	14	1	0	2	0	0	0
4838	700022	13	1560	80	84	Ðé¿Õ¹Ö_09		55536	-1			0	9	962	1	14	1	0	2	0	0	0
4839	700022	14	1561	80	84	Ðé¿Õ¹Ö_10		55564	-1			0	9	962	1	14	1	0	2	0	0	0
4840	700022	16	1562	80	84	Ðé¿Õ¹Ö_11		55592	-1			0	9	962	1	14	1	0	2	0	0	0
4841	700022	17	1563	80	84	Ðé¿Õ¹Ö_12		55620	-1			0	9	962	1	14	1	0	2	0	0	0
4842	700022	19	1564	80	84	Ðé¿Õ¹Ö_13		56096	-1			0	9	962	1	14	1	0	3	0	0	0
4843	700022	20	1565	80	84	Ðé¿Õ¹Ö_14		56124	-1			0	9	962	1	14	1	0	3	0	0	0
4844	700022	22	1566	80	84	Ðé¿Õ¹Ö_15		56152	-1			0	9	962	1	14	1	0	3	0	0	0
4845	700022	23	1567	80	84	Ðé¿Õ¹Ö_16		56180	-1			0	9	962	1	14	1	0	3	0	0	0
4846	700022	25	1568	80	84	Ðé¿Õ¹Ö_17		56208	-1			0	9	962	1	14	1	0	3	0	0	0
4847	700022	26	1569	80	84	Ðé¿Õ¹Ö_18		56236	-1			0	9	962	1	14	1	0	3	0	0	0
4848	700022	28	1570	80	84	Ðé¿Õ¹Ö_19		56264	-1			0	9	962	1	14	1	0	4	0	0	0
4849	700022	29	1571	80	84	Ðé¿Õ¹Ö_20		56292	-1			0	9	962	1	14	1	0	4	0	0	0
4850	700022	31	1572	80	84	Ðé¿Õ¹Ö_21		56320	-1			0	9	962	1	14	1	0	4	0	0	0
4851	700022	32	1573	80	84	Ðé¿Õ¹Ö_22		56348	-1			0	9	962	1	14	1	0	4	0	0	0
4852	700022	34	1574	80	84	Ðé¿Õ¹Ö_23		56376	-1			0	9	962	1	14	1	0	4	0	0	0
4853	700022	35	1575	80	84	Ðé¿Õ¹Ö_24		56404	-1			0	9	962	1	14	1	0	4	0	0	0
4854	700022	37	1576	80	84	¿ìËÙ¹Ö		56068	-1			0	8	962	1	-1	1	0	1	0	0	0
4855	700022	38	1577	80	84	¿ìËÙ¹Ö		56068	-1			0	8	962	1	-1	1	0	1	0	0	0
4856	700022	1	1578	85	89	Ðé¿Õ¹Ö_01		55313	-1			0	9	962	1	14	1	0	1	0	0	0
4857	700022	2	1579	85	89	Ðé¿Õ¹Ö_02		55341	-1			0	9	962	1	14	1	0	1	0	0	0
4858	700022	4	1580	85	89	Ðé¿Õ¹Ö_03		55369	-1			0	9	962	1	14	1	0	1	0	0	0
4859	700022	5	1581	85	89	Ðé¿Õ¹Ö_04		55397	-1			0	9	962	1	14	1	0	1	0	0	0
4860	700022	7	1582	85	89	Ðé¿Õ¹Ö_05		55425	-1			0	9	962	1	14	1	0	1	0	0	0
4861	700022	8	1583	85	89	Ðé¿Õ¹Ö_06		55453	-1			0	9	962	1	14	1	0	1	0	0	0
4862	700022	10	1584	85	89	Ðé¿Õ¹Ö_07		55481	-1			0	9	962	1	14	1	0	2	0	0	0
4863	700022	11	1585	85	89	Ðé¿Õ¹Ö_08		55509	-1			0	9	962	1	14	1	0	2	0	0	0
4864	700022	13	1586	85	89	Ðé¿Õ¹Ö_09		55537	-1			0	9	962	1	14	1	0	2	0	0	0
4865	700022	14	1587	85	89	Ðé¿Õ¹Ö_10		55565	-1			0	9	962	1	14	1	0	2	0	0	0
4866	700022	16	1588	85	89	Ðé¿Õ¹Ö_11		55593	-1			0	9	962	1	14	1	0	2	0	0	0
4867	700022	17	1589	85	89	Ðé¿Õ¹Ö_12		55621	-1			0	9	962	1	14	1	0	2	0	0	0
4868	700022	19	1590	85	89	Ðé¿Õ¹Ö_13		56097	-1			0	9	962	1	14	1	0	3	0	0	0
4869	700022	20	1591	85	89	Ðé¿Õ¹Ö_14		56125	-1			0	9	962	1	14	1	0	3	0	0	0
4870	700022	22	1592	85	89	Ðé¿Õ¹Ö_15		56153	-1			0	9	962	1	14	1	0	3	0	0	0
4871	700022	23	1593	85	89	Ðé¿Õ¹Ö_16		56181	-1			0	9	962	1	14	1	0	3	0	0	0
4872	700022	25	1594	85	89	Ðé¿Õ¹Ö_17		56209	-1			0	9	962	1	14	1	0	3	0	0	0
4873	700022	26	1595	85	89	Ðé¿Õ¹Ö_18		56237	-1			0	9	962	1	14	1	0	3	0	0	0
4874	700022	28	1596	85	89	Ðé¿Õ¹Ö_19		56265	-1			0	9	962	1	14	1	0	4	0	0	0
4875	700022	29	1597	85	89	Ðé¿Õ¹Ö_20		56293	-1			0	9	962	1	14	1	0	4	0	0	0
4876	700022	31	1598	85	89	Ðé¿Õ¹Ö_21		56321	-1			0	9	962	1	14	1	0	4	0	0	0
4877	700022	32	1599	85	89	Ðé¿Õ¹Ö_22		56349	-1			0	9	962	1	14	1	0	4	0	0	0
4878	700022	34	1600	85	89	Ðé¿Õ¹Ö_23		56377	-1			0	9	962	1	14	1	0	4	0	0	0
4879	700022	35	1601	85	89	Ðé¿Õ¹Ö_24		56405	-1			0	9	962	1	14	1	0	4	0	0	0
4880	700022	37	1602	85	89	¿ìËÙ¹Ö		56069	-1			0	8	962	1	-1	1	0	1	0	0	0
4881	700022	38	1603	85	89	¿ìËÙ¹Ö		56069	-1			0	8	962	1	-1	1	0	1	0	0	0
4882	700022	1	1604	90	94	Ðé¿Õ¹Ö_01		55314	-1			0	9	962	1	14	1	0	1	0	0	0
4883	700022	2	1605	90	94	Ðé¿Õ¹Ö_02		55342	-1			0	9	962	1	14	1	0	1	0	0	0
4884	700022	4	1606	90	94	Ðé¿Õ¹Ö_03		55370	-1			0	9	962	1	14	1	0	1	0	0	0
4885	700022	5	1607	90	94	Ðé¿Õ¹Ö_04		55398	-1			0	9	962	1	14	1	0	1	0	0	0
4886	700022	7	1608	90	94	Ðé¿Õ¹Ö_05		55426	-1			0	9	962	1	14	1	0	1	0	0	0
4887	700022	8	1609	90	94	Ðé¿Õ¹Ö_06		55454	-1			0	9	962	1	14	1	0	1	0	0	0
4888	700022	10	1610	90	94	Ðé¿Õ¹Ö_07		55482	-1			0	9	962	1	14	1	0	2	0	0	0
4889	700022	11	1611	90	94	Ðé¿Õ¹Ö_08		55510	-1			0	9	962	1	14	1	0	2	0	0	0
4890	700022	13	1612	90	94	Ðé¿Õ¹Ö_09		55538	-1			0	9	962	1	14	1	0	2	0	0	0
4891	700022	14	1613	90	94	Ðé¿Õ¹Ö_10		55566	-1			0	9	962	1	14	1	0	2	0	0	0
4892	700022	16	1614	90	94	Ðé¿Õ¹Ö_11		55594	-1			0	9	962	1	14	1	0	2	0	0	0
4893	700022	17	1615	90	94	Ðé¿Õ¹Ö_12		55622	-1			0	9	962	1	14	1	0	2	0	0	0
4894	700022	19	1616	90	94	Ðé¿Õ¹Ö_13		56098	-1			0	9	962	1	14	1	0	3	0	0	0
4895	700022	20	1617	90	94	Ðé¿Õ¹Ö_14		56126	-1			0	9	962	1	14	1	0	3	0	0	0
4896	700022	22	1618	90	94	Ðé¿Õ¹Ö_15		56154	-1			0	9	962	1	14	1	0	3	0	0	0
4897	700022	23	1619	90	94	Ðé¿Õ¹Ö_16		56182	-1			0	9	962	1	14	1	0	3	0	0	0
4898	700022	25	1620	90	94	Ðé¿Õ¹Ö_17		56210	-1			0	9	962	1	14	1	0	3	0	0	0
4899	700022	26	1621	90	94	Ðé¿Õ¹Ö_18		56238	-1			0	9	962	1	14	1	0	3	0	0	0
4900	700022	28	1622	90	94	Ðé¿Õ¹Ö_19		56266	-1			0	9	962	1	14	1	0	4	0	0	0
4901	700022	29	1623	90	94	Ðé¿Õ¹Ö_20		56294	-1			0	9	962	1	14	1	0	4	0	0	0
4902	700022	31	1624	90	94	Ðé¿Õ¹Ö_21		56322	-1			0	9	962	1	14	1	0	4	0	0	0
4903	700022	32	1625	90	94	Ðé¿Õ¹Ö_22		56350	-1			0	9	962	1	14	1	0	4	0	0	0
4904	700022	34	1626	90	94	Ðé¿Õ¹Ö_23		56378	-1			0	9	962	1	14	1	0	4	0	0	0
4905	700022	35	1627	90	94	Ðé¿Õ¹Ö_24		56406	-1			0	9	962	1	14	1	0	4	0	0	0
4906	700022	37	1628	90	94	¿ìËÙ¹Ö		56070	-1			0	8	962	1	-1	1	0	1	0	0	0
4907	700022	38	1629	90	94	¿ìËÙ¹Ö		56070	-1			0	8	962	1	-1	1	0	1	0	0	0
4908	700022	1	1630	95	99	Ðé¿Õ¹Ö_01		55315	-1			0	9	962	1	14	1	0	1	0	0	0
4909	700022	2	1631	95	99	Ðé¿Õ¹Ö_02		55343	-1			0	9	962	1	14	1	0	1	0	0	0
4910	700022	4	1632	95	99	Ðé¿Õ¹Ö_03		55371	-1			0	9	962	1	14	1	0	1	0	0	0
4911	700022	5	1633	95	99	Ðé¿Õ¹Ö_04		55399	-1			0	9	962	1	14	1	0	1	0	0	0
4912	700022	7	1634	95	99	Ðé¿Õ¹Ö_05		55427	-1			0	9	962	1	14	1	0	1	0	0	0
4913	700022	8	1635	95	99	Ðé¿Õ¹Ö_06		55455	-1			0	9	962	1	14	1	0	1	0	0	0
4914	700022	10	1636	95	99	Ðé¿Õ¹Ö_07		55483	-1			0	9	962	1	14	1	0	2	0	0	0
4915	700022	11	1637	95	99	Ðé¿Õ¹Ö_08		55511	-1			0	9	962	1	14	1	0	2	0	0	0
4916	700022	13	1638	95	99	Ðé¿Õ¹Ö_09		55539	-1			0	9	962	1	14	1	0	2	0	0	0
4917	700022	14	1639	95	99	Ðé¿Õ¹Ö_10		55567	-1			0	9	962	1	14	1	0	2	0	0	0
4918	700022	16	1640	95	99	Ðé¿Õ¹Ö_11		55595	-1			0	9	962	1	14	1	0	2	0	0	0
4919	700022	17	1641	95	99	Ðé¿Õ¹Ö_12		55623	-1			0	9	962	1	14	1	0	2	0	0	0
4920	700022	19	1642	95	99	Ðé¿Õ¹Ö_13		56099	-1			0	9	962	1	14	1	0	3	0	0	0
4921	700022	20	1643	95	99	Ðé¿Õ¹Ö_14		56127	-1			0	9	962	1	14	1	0	3	0	0	0
4922	700022	22	1644	95	99	Ðé¿Õ¹Ö_15		56155	-1			0	9	962	1	14	1	0	3	0	0	0
4923	700022	23	1645	95	99	Ðé¿Õ¹Ö_16		56183	-1			0	9	962	1	14	1	0	3	0	0	0
4924	700022	25	1646	95	99	Ðé¿Õ¹Ö_17		56211	-1			0	9	962	1	14	1	0	3	0	0	0
4925	700022	26	1647	95	99	Ðé¿Õ¹Ö_18		56239	-1			0	9	962	1	14	1	0	3	0	0	0
4926	700022	28	1648	95	99	Ðé¿Õ¹Ö_19		56267	-1			0	9	962	1	14	1	0	4	0	0	0
4927	700022	29	1649	95	99	Ðé¿Õ¹Ö_20		56295	-1			0	9	962	1	14	1	0	4	0	0	0
4928	700022	31	1650	95	99	Ðé¿Õ¹Ö_21		56323	-1			0	9	962	1	14	1	0	4	0	0	0
4929	700022	32	1651	95	99	Ðé¿Õ¹Ö_22		56351	-1			0	9	962	1	14	1	0	4	0	0	0
4930	700022	34	1652	95	99	Ðé¿Õ¹Ö_23		56379	-1			0	9	962	1	14	1	0	4	0	0	0
4931	700022	35	1653	95	99	Ðé¿Õ¹Ö_24		56407	-1			0	9	962	1	14	1	0	4	0	0	0
4932	700022	37	1654	95	99	¿ìËÙ¹Ö		56071	-1			0	8	962	1	-1	1	0	1	0	0	0
4933	700022	38	1655	95	99	¿ìËÙ¹Ö		56071	-1			0	8	962	1	-1	1	0	1	0	0	0
4934	700022	1	1656	100	104	Ðé¿Õ¹Ö_01		55316	-1			0	9	962	1	14	1	0	1	0	0	0
4935	700022	2	1657	100	104	Ðé¿Õ¹Ö_02		55344	-1			0	9	962	1	14	1	0	1	0	0	0
4936	700022	4	1658	100	104	Ðé¿Õ¹Ö_03		55372	-1			0	9	962	1	14	1	0	1	0	0	0
4937	700022	5	1659	100	104	Ðé¿Õ¹Ö_04		55400	-1			0	9	962	1	14	1	0	1	0	0	0
4938	700022	7	1660	100	104	Ðé¿Õ¹Ö_05		55428	-1			0	9	962	1	14	1	0	1	0	0	0
4939	700022	8	1661	100	104	Ðé¿Õ¹Ö_06		55456	-1			0	9	962	1	14	1	0	1	0	0	0
4940	700022	10	1662	100	104	Ðé¿Õ¹Ö_07		55484	-1			0	9	962	1	14	1	0	2	0	0	0
4941	700022	11	1663	100	104	Ðé¿Õ¹Ö_08		55512	-1			0	9	962	1	14	1	0	2	0	0	0
4942	700022	13	1664	100	104	Ðé¿Õ¹Ö_09		55540	-1			0	9	962	1	14	1	0	2	0	0	0
4943	700022	14	1665	100	104	Ðé¿Õ¹Ö_10		55568	-1			0	9	962	1	14	1	0	2	0	0	0
4944	700022	16	1666	100	104	Ðé¿Õ¹Ö_11		55596	-1			0	9	962	1	14	1	0	2	0	0	0
4945	700022	17	1667	100	104	Ðé¿Õ¹Ö_12		55624	-1			0	9	962	1	14	1	0	2	0	0	0
4946	700022	19	1668	100	104	Ðé¿Õ¹Ö_13		56100	-1			0	9	962	1	14	1	0	3	0	0	0
4947	700022	20	1669	100	104	Ðé¿Õ¹Ö_14		56128	-1			0	9	962	1	14	1	0	3	0	0	0
4948	700022	22	1670	100	104	Ðé¿Õ¹Ö_15		56156	-1			0	9	962	1	14	1	0	3	0	0	0
4949	700022	23	1671	100	104	Ðé¿Õ¹Ö_16		56184	-1			0	9	962	1	14	1	0	3	0	0	0
4950	700022	25	1672	100	104	Ðé¿Õ¹Ö_17		56212	-1			0	9	962	1	14	1	0	3	0	0	0
4951	700022	26	1673	100	104	Ðé¿Õ¹Ö_18		56240	-1			0	9	962	1	14	1	0	3	0	0	0
4952	700022	28	1674	100	104	Ðé¿Õ¹Ö_19		56268	-1			0	9	962	1	14	1	0	4	0	0	0
4953	700022	29	1675	100	104	Ðé¿Õ¹Ö_20		56296	-1			0	9	962	1	14	1	0	4	0	0	0
4954	700022	31	1676	100	104	Ðé¿Õ¹Ö_21		56324	-1			0	9	962	1	14	1	0	4	0	0	0
4955	700022	32	1677	100	104	Ðé¿Õ¹Ö_22		56352	-1			0	9	962	1	14	1	0	4	0	0	0
4956	700022	34	1678	100	104	Ðé¿Õ¹Ö_23		56380	-1			0	9	962	1	14	1	0	4	0	0	0
4957	700022	35	1679	100	104	Ðé¿Õ¹Ö_24		56408	-1			0	9	962	1	14	1	0	4	0	0	0
4958	700022	37	1680	100	104	¿ìËÙ¹Ö		56072	-1			0	8	962	1	-1	1	0	1	0	0	0
4959	700022	38	1681	100	104	¿ìËÙ¹Ö		56072	-1			0	8	962	1	-1	1	0	1	0	0	0
4960	700022	1	1682	105	109	Ðé¿Õ¹Ö_01		55317	-1			0	9	962	1	14	1	0	1	0	0	0
4961	700022	2	1683	105	109	Ðé¿Õ¹Ö_02		55345	-1			0	9	962	1	14	1	0	1	0	0	0
4962	700022	4	1684	105	109	Ðé¿Õ¹Ö_03		55373	-1			0	9	962	1	14	1	0	1	0	0	0
4963	700022	5	1685	105	109	Ðé¿Õ¹Ö_04		55401	-1			0	9	962	1	14	1	0	1	0	0	0
4964	700022	7	1686	105	109	Ðé¿Õ¹Ö_05		55429	-1			0	9	962	1	14	1	0	1	0	0	0
4965	700022	8	1687	105	109	Ðé¿Õ¹Ö_06		55457	-1			0	9	962	1	14	1	0	1	0	0	0
4966	700022	10	1688	105	109	Ðé¿Õ¹Ö_07		55485	-1			0	9	962	1	14	1	0	2	0	0	0
4967	700022	11	1689	105	109	Ðé¿Õ¹Ö_08		55513	-1			0	9	962	1	14	1	0	2	0	0	0
4968	700022	13	1690	105	109	Ðé¿Õ¹Ö_09		55541	-1			0	9	962	1	14	1	0	2	0	0	0
4969	700022	14	1691	105	109	Ðé¿Õ¹Ö_10		55569	-1			0	9	962	1	14	1	0	2	0	0	0
4970	700022	16	1692	105	109	Ðé¿Õ¹Ö_11		55597	-1			0	9	962	1	14	1	0	2	0	0	0
4971	700022	17	1693	105	109	Ðé¿Õ¹Ö_12		55625	-1			0	9	962	1	14	1	0	2	0	0	0
4972	700022	19	1694	105	109	Ðé¿Õ¹Ö_13		56101	-1			0	9	962	1	14	1	0	3	0	0	0
4973	700022	20	1695	105	109	Ðé¿Õ¹Ö_14		56129	-1			0	9	962	1	14	1	0	3	0	0	0
4974	700022	22	1696	105	109	Ðé¿Õ¹Ö_15		56157	-1			0	9	962	1	14	1	0	3	0	0	0
4975	700022	23	1697	105	109	Ðé¿Õ¹Ö_16		56185	-1			0	9	962	1	14	1	0	3	0	0	0
4976	700022	25	1698	105	109	Ðé¿Õ¹Ö_17		56213	-1			0	9	962	1	14	1	0	3	0	0	0
4977	700022	26	1699	105	109	Ðé¿Õ¹Ö_18		56241	-1			0	9	962	1	14	1	0	3	0	0	0
4978	700022	28	1700	105	109	Ðé¿Õ¹Ö_19		56269	-1			0	9	962	1	14	1	0	4	0	0	0
4979	700022	29	1701	105	109	Ðé¿Õ¹Ö_20		56297	-1			0	9	962	1	14	1	0	4	0	0	0
4980	700022	31	1702	105	109	Ðé¿Õ¹Ö_21		56325	-1			0	9	962	1	14	1	0	4	0	0	0
4981	700022	32	1703	105	109	Ðé¿Õ¹Ö_22		56353	-1			0	9	962	1	14	1	0	4	0	0	0
4982	700022	34	1704	105	109	Ðé¿Õ¹Ö_23		56381	-1			0	9	962	1	14	1	0	4	0	0	0
4983	700022	35	1705	105	109	Ðé¿Õ¹Ö_24		56409	-1			0	9	962	1	14	1	0	4	0	0	0
4984	700022	37	1706	105	109	¿ìËÙ¹Ö		56073	-1			0	8	962	1	-1	1	0	1	0	0	0
4985	700022	38	1707	105	109	¿ìËÙ¹Ö		56073	-1			0	8	962	1	-1	1	0	1	0	0	0
4986	700022	1	1708	110	114	Ðé¿Õ¹Ö_01		55318	-1			0	9	962	1	14	1	0	1	0	0	0
4987	700022	2	1709	110	114	Ðé¿Õ¹Ö_02		55346	-1			0	9	962	1	14	1	0	1	0	0	0
4988	700022	4	1710	110	114	Ðé¿Õ¹Ö_03		55374	-1			0	9	962	1	14	1	0	1	0	0	0
4989	700022	5	1711	110	114	Ðé¿Õ¹Ö_04		55402	-1			0	9	962	1	14	1	0	1	0	0	0
4990	700022	7	1712	110	114	Ðé¿Õ¹Ö_05		55430	-1			0	9	962	1	14	1	0	1	0	0	0
4991	700022	8	1713	110	114	Ðé¿Õ¹Ö_06		55458	-1			0	9	962	1	14	1	0	1	0	0	0
4992	700022	10	1714	110	114	Ðé¿Õ¹Ö_07		55486	-1			0	9	962	1	14	1	0	2	0	0	0
4993	700022	11	1715	110	114	Ðé¿Õ¹Ö_08		55514	-1			0	9	962	1	14	1	0	2	0	0	0
4994	700022	13	1716	110	114	Ðé¿Õ¹Ö_09		55542	-1			0	9	962	1	14	1	0	2	0	0	0
4995	700022	14	1717	110	114	Ðé¿Õ¹Ö_10		55570	-1			0	9	962	1	14	1	0	2	0	0	0
4996	700022	16	1718	110	114	Ðé¿Õ¹Ö_11		55598	-1			0	9	962	1	14	1	0	2	0	0	0
4997	700022	17	1719	110	114	Ðé¿Õ¹Ö_12		55626	-1			0	9	962	1	14	1	0	2	0	0	0
4998	700022	19	1720	110	114	Ðé¿Õ¹Ö_13		56102	-1			0	9	962	1	14	1	0	3	0	0	0
4999	700022	20	1721	110	114	Ðé¿Õ¹Ö_14		56130	-1			0	9	962	1	14	1	0	3	0	0	0
5000	700022	22	1722	110	114	Ðé¿Õ¹Ö_15		56158	-1			0	9	962	1	14	1	0	3	0	0	0
5001	700022	23	1723	110	114	Ðé¿Õ¹Ö_16		56186	-1			0	9	962	1	14	1	0	3	0	0	0
5002	700022	25	1724	110	114	Ðé¿Õ¹Ö_17		56214	-1			0	9	962	1	14	1	0	3	0	0	0
5003	700022	26	1725	110	114	Ðé¿Õ¹Ö_18		56242	-1			0	9	962	1	14	1	0	3	0	0	0
5004	700022	28	1726	110	114	Ðé¿Õ¹Ö_19		56270	-1			0	9	962	1	14	1	0	4	0	0	0
5005	700022	29	1727	110	114	Ðé¿Õ¹Ö_20		56298	-1			0	9	962	1	14	1	0	4	0	0	0
5006	700022	31	1728	110	114	Ðé¿Õ¹Ö_21		56326	-1			0	9	962	1	14	1	0	4	0	0	0
5007	700022	32	1729	110	114	Ðé¿Õ¹Ö_22		56354	-1			0	9	962	1	14	1	0	4	0	0	0
5008	700022	34	1730	110	114	Ðé¿Õ¹Ö_23		56382	-1			0	9	962	1	14	1	0	4	0	0	0
5009	700022	35	1731	110	114	Ðé¿Õ¹Ö_24		56410	-1			0	9	962	1	14	1	0	4	0	0	0
5010	700022	37	1732	110	114	¿ìËÙ¹Ö		56074	-1			0	8	962	1	-1	1	0	1	0	0	0
5011	700022	38	1733	110	114	¿ìËÙ¹Ö		56074	-1			0	8	962	1	-1	1	0	1	0	0	0
5012	700022	1	1734	115	119	Ðé¿Õ¹Ö_01		55319	-1			0	9	962	1	14	1	0	1	0	0	0
5013	700022	2	1735	115	119	Ðé¿Õ¹Ö_02		55347	-1			0	9	962	1	14	1	0	1	0	0	0
