INT	STRING	INT	STRING	STRING	STRING	STRING	STRING	STRING
419	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_72	set:UI_Logon_5 image:UI_Logon_5_73	set:UI_Logon_5 image:UI_Logon_5_74	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_75	set:UI_Logon_5 image:UI_Logon_5_76
420	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_33	set:UI_Logon_5 image:UI_Logon_5_84	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35
421	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_82	set:UI_Logon_5 image:UI_Logon_5_37	set:UI_Logon_5 image:UI_Logon_5_38
422	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_36	set:UI_Logon_5 image:UI_Logon_5_37	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_91	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32
423	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_38	set:UI_Logon_5 image:UI_Logon_5_31	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_93	set:UI_Logon_5 image:UI_Logon_5_33	set:UI_Logon_5 image:UI_Logon_5_34
424	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_5 image:UI_Logon_5_32	set:UI_Logon_5 image:UI_Logon_5_33	set:UI_Logon_5 image:UI_Logon_5_34	set:UI_Logon_5 image:UI_Logon_5_95	set:UI_Logon_5 image:UI_Logon_5_35	set:UI_Logon_5 image:UI_Logon_5_36
425	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_13	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15
426	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_13	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16
427	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_13	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_17
428	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_18
429	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_81	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11
430	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_16	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12
431	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_17	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_13
432	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_18	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_13	set:UI_Logon_6 image:UI_Logon_6_14
433	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_11	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_13	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_15
434	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_12	set:UI_Logon_6 image:UI_Logon_6_13	set:UI_Logon_6 image:UI_Logon_6_14	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_15	set:UI_Logon_6 image:UI_Logon_6_16
435	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_21	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_22	set:UI_Logon_6 image:UI_Logon_6_23	set:UI_Logon_6 image:UI_Logon_6_24	set:UI_Logon_6 image:UI_Logon_6_25
436	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_22	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_23	set:UI_Logon_6 image:UI_Logon_6_24	set:UI_Logon_6 image:UI_Logon_6_25	set:UI_Logon_6 image:UI_Logon_6_26
437	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_23	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_24	set:UI_Logon_6 image:UI_Logon_6_25	set:UI_Logon_6 image:UI_Logon_6_26	set:UI_Logon_6 image:UI_Logon_6_27
438	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_24	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_25	set:UI_Logon_6 image:UI_Logon_6_26	set:UI_Logon_6 image:UI_Logon_6_27	set:UI_Logon_6 image:UI_Logon_6_28
439	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_25	set:UI_Logon_6 image:UI_Logon_6_81	set:UI_Logon_6 image:UI_Logon_6_26	set:UI_Logon_6 image:UI_Logon_6_27	set:UI_Logon_6 image:UI_Logon_6_28	set:UI_Logon_6 image:UI_Logon_6_21
440	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_26	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_27	set:UI_Logon_6 image:UI_Logon_6_28	set:UI_Logon_6 image:UI_Logon_6_21	set:UI_Logon_6 image:UI_Logon_6_22
441	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_27	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_28	set:UI_Logon_6 image:UI_Logon_6_21	set:UI_Logon_6 image:UI_Logon_6_22	set:UI_Logon_6 image:UI_Logon_6_23
442	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_28	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_21	set:UI_Logon_6 image:UI_Logon_6_22	set:UI_Logon_6 image:UI_Logon_6_23	set:UI_Logon_6 image:UI_Logon_6_24
443	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_21	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_22	set:UI_Logon_6 image:UI_Logon_6_23	set:UI_Logon_6 image:UI_Logon_6_24	set:UI_Logon_6 image:UI_Logon_6_25
444	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_22	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_23	set:UI_Logon_6 image:UI_Logon_6_24	set:UI_Logon_6 image:UI_Logon_6_25	set:UI_Logon_6 image:UI_Logon_6_26
445	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_35
446	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_36
447	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_36	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_37
448	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_36	set:UI_Logon_6 image:UI_Logon_6_37	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_38
449	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_36	set:UI_Logon_6 image:UI_Logon_6_37	set:UI_Logon_6 image:UI_Logon_6_38	set:UI_Logon_6 image:UI_Logon_6_81	set:UI_Logon_6 image:UI_Logon_6_31
450	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_36	set:UI_Logon_6 image:UI_Logon_6_37	set:UI_Logon_6 image:UI_Logon_6_38	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_32
451	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_37	set:UI_Logon_6 image:UI_Logon_6_38	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_33
452	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_38	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_34
453	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_35
454	请找出边框颜色与其它不一样的图标	4	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_36
455	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_41	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_84
456	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_46	set:UI_Logon_6 image:UI_Logon_6_85
457	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_46	set:UI_Logon_6 image:UI_Logon_6_47	set:UI_Logon_6 image:UI_Logon_6_83
458	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_46	set:UI_Logon_6 image:UI_Logon_6_47	set:UI_Logon_6 image:UI_Logon_6_48	set:UI_Logon_6 image:UI_Logon_6_82
459	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_46	set:UI_Logon_6 image:UI_Logon_6_47	set:UI_Logon_6 image:UI_Logon_6_48	set:UI_Logon_6 image:UI_Logon_6_41	set:UI_Logon_6 image:UI_Logon_6_81
460	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_46	set:UI_Logon_6 image:UI_Logon_6_47	set:UI_Logon_6 image:UI_Logon_6_48	set:UI_Logon_6 image:UI_Logon_6_41	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_91
461	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_47	set:UI_Logon_6 image:UI_Logon_6_48	set:UI_Logon_6 image:UI_Logon_6_41	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_92
462	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_48	set:UI_Logon_6 image:UI_Logon_6_41	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_93
463	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_41	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_94
464	请找出边框颜色与其它不一样的图标	5	set:UI_Logon_6 image:UI_Logon_6_42	set:UI_Logon_6 image:UI_Logon_6_43	set:UI_Logon_6 image:UI_Logon_6_44	set:UI_Logon_6 image:UI_Logon_6_45	set:UI_Logon_6 image:UI_Logon_6_46	set:UI_Logon_6 image:UI_Logon_6_95
465	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_51	set:UI_Logon_6 image:UI_Logon_6_52	set:UI_Logon_6 image:UI_Logon_6_53	set:UI_Logon_6 image:UI_Logon_6_54	set:UI_Logon_6 image:UI_Logon_6_55
466	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_52	set:UI_Logon_6 image:UI_Logon_6_53	set:UI_Logon_6 image:UI_Logon_6_54	set:UI_Logon_6 image:UI_Logon_6_55	set:UI_Logon_6 image:UI_Logon_6_56
467	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_53	set:UI_Logon_6 image:UI_Logon_6_54	set:UI_Logon_6 image:UI_Logon_6_55	set:UI_Logon_6 image:UI_Logon_6_56	set:UI_Logon_6 image:UI_Logon_6_57
468	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_54	set:UI_Logon_6 image:UI_Logon_6_55	set:UI_Logon_6 image:UI_Logon_6_56	set:UI_Logon_6 image:UI_Logon_6_57	set:UI_Logon_6 image:UI_Logon_6_58
469	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_81	set:UI_Logon_6 image:UI_Logon_6_55	set:UI_Logon_6 image:UI_Logon_6_56	set:UI_Logon_6 image:UI_Logon_6_57	set:UI_Logon_6 image:UI_Logon_6_58	set:UI_Logon_6 image:UI_Logon_6_51
470	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_56	set:UI_Logon_6 image:UI_Logon_6_57	set:UI_Logon_6 image:UI_Logon_6_58	set:UI_Logon_6 image:UI_Logon_6_51	set:UI_Logon_6 image:UI_Logon_6_52
471	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_57	set:UI_Logon_6 image:UI_Logon_6_58	set:UI_Logon_6 image:UI_Logon_6_51	set:UI_Logon_6 image:UI_Logon_6_52	set:UI_Logon_6 image:UI_Logon_6_53
472	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_58	set:UI_Logon_6 image:UI_Logon_6_51	set:UI_Logon_6 image:UI_Logon_6_52	set:UI_Logon_6 image:UI_Logon_6_53	set:UI_Logon_6 image:UI_Logon_6_54
473	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_51	set:UI_Logon_6 image:UI_Logon_6_52	set:UI_Logon_6 image:UI_Logon_6_53	set:UI_Logon_6 image:UI_Logon_6_54	set:UI_Logon_6 image:UI_Logon_6_55
474	请找出边框颜色与其它不一样的图标	0	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_52	set:UI_Logon_6 image:UI_Logon_6_53	set:UI_Logon_6 image:UI_Logon_6_54	set:UI_Logon_6 image:UI_Logon_6_55	set:UI_Logon_6 image:UI_Logon_6_56
475	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_61	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_62	set:UI_Logon_6 image:UI_Logon_6_63	set:UI_Logon_6 image:UI_Logon_6_64	set:UI_Logon_6 image:UI_Logon_6_65
476	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_62	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_63	set:UI_Logon_6 image:UI_Logon_6_64	set:UI_Logon_6 image:UI_Logon_6_65	set:UI_Logon_6 image:UI_Logon_6_66
477	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_63	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_64	set:UI_Logon_6 image:UI_Logon_6_65	set:UI_Logon_6 image:UI_Logon_6_66	set:UI_Logon_6 image:UI_Logon_6_67
478	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_64	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_65	set:UI_Logon_6 image:UI_Logon_6_66	set:UI_Logon_6 image:UI_Logon_6_67	set:UI_Logon_6 image:UI_Logon_6_68
479	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_65	set:UI_Logon_6 image:UI_Logon_6_81	set:UI_Logon_6 image:UI_Logon_6_66	set:UI_Logon_6 image:UI_Logon_6_67	set:UI_Logon_6 image:UI_Logon_6_68	set:UI_Logon_6 image:UI_Logon_6_61
480	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_66	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_67	set:UI_Logon_6 image:UI_Logon_6_68	set:UI_Logon_6 image:UI_Logon_6_61	set:UI_Logon_6 image:UI_Logon_6_62
481	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_67	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_68	set:UI_Logon_6 image:UI_Logon_6_61	set:UI_Logon_6 image:UI_Logon_6_62	set:UI_Logon_6 image:UI_Logon_6_63
482	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_68	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_61	set:UI_Logon_6 image:UI_Logon_6_62	set:UI_Logon_6 image:UI_Logon_6_63	set:UI_Logon_6 image:UI_Logon_6_64
483	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_61	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_62	set:UI_Logon_6 image:UI_Logon_6_63	set:UI_Logon_6 image:UI_Logon_6_64	set:UI_Logon_6 image:UI_Logon_6_65
484	请找出边框颜色与其它不一样的图标	1	set:UI_Logon_6 image:UI_Logon_6_62	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_63	set:UI_Logon_6 image:UI_Logon_6_64	set:UI_Logon_6 image:UI_Logon_6_65	set:UI_Logon_6 image:UI_Logon_6_66
485	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75
486	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_85	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76
487	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_83	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77
488	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78
489	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_81	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71
490	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_76	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72
491	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_77	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_92	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_73
492	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_78	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_74
493	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_71	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_94	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_75
494	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_72	set:UI_Logon_6 image:UI_Logon_6_73	set:UI_Logon_6 image:UI_Logon_6_74	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_75	set:UI_Logon_6 image:UI_Logon_6_76
495	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_84	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_35
496	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_36	set:UI_Logon_6 image:UI_Logon_6_82	set:UI_Logon_6 image:UI_Logon_6_37	set:UI_Logon_6 image:UI_Logon_6_38
497	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_36	set:UI_Logon_6 image:UI_Logon_6_37	set:UI_Logon_6 image:UI_Logon_6_38	set:UI_Logon_6 image:UI_Logon_6_91	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32
498	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_38	set:UI_Logon_6 image:UI_Logon_6_31	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_93	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34
499	请找出边框颜色与其它不一样的图标	3	set:UI_Logon_6 image:UI_Logon_6_32	set:UI_Logon_6 image:UI_Logon_6_33	set:UI_Logon_6 image:UI_Logon_6_34	set:UI_Logon_6 image:UI_Logon_6_95	set:UI_Logon_6 image:UI_Logon_6_35	set:UI_Logon_6 image:UI_Logon_6_36
