INT	INT	INT	STRING	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	INT	STRING	INT	INT	INT	INT	STRING	STRING	STRING	STRING	STRING	STRING	INT	INT	INT
1032	256104	1	【剧场】英雄神箭	【剧场】英雄神箭	1028	-1	-1	30	-1	-1	0	-1	-1	-1	22300	-1	-1	-1	-1	1	460	0	0	450000	0	0	1	2000	0	0	0	0	0	0	11000200	5	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t当机遇来到你面前的时候，你能否紧紧抓住？其实人生真正重要的决策只有那么几步，如果能在这几步抓住时机，必可走出一条辉煌的人生之路。	将英雄神箭交给@npc_105103		放弃任务	\t历史从不曾化为尘埃，它会一直烙印在人们的心中。	105103	钥匙老人	-1	-1	-1	-1	将英雄神箭交给@npc_105103						0		0
#	新克烈部大营		1040	1079																																																																							
1040	-1	0	【剧场】相助王汗	【剧场】相助王汗	-1	-1	-1	25	55	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t最近草原上有传言，说我与王汗关系不和，于是乃蛮趁此机会来攻打王汗，可他们哪知我对王汗忠心耿耿！得到消息我就赶来了，必助义父王汗铲除乃蛮人！\n\t速不台对乃蛮军情报有所调查，可以先前去与他询问。	找到@npc_104112			\t我们远道而来帮助王汗，没想到他连大营都不让我们进去。\n\t可恶的克烈人！当初要不是我们收留了落难的王汗和他的随从，整个克烈部就要向乃蛮部称臣了！现在居然忘恩负义！	104112	速不台	-1	-1	0	1041	找到@npc_104112						0		0
1041	-1	0	【剧场】下马威	【剧场】下马威	1040	-1	-1	25	-1	0	0	-1	-1	-1	12150	12151	-1	-1	-1	1	500	0	0	28627	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你有所不知，一年前，乃蛮部五万铁骑在一夜间突袭克烈部老营，王汗的数万军队仅剩三十余骑跟随王汗。落魄的王汗辗转西夏，西辽，最终前来投靠我们。铁木真派我们护送他重返黑林克烈老营，宣谕四方，终于使濒临灭亡的克烈部复生。\n\t算了，这事情就不说了，现在周围到处都是乃蛮斥候，他们居然没把我乞颜部放在眼里，去消灭他们给他们一个下马威！	消灭5名@npc_16007，消灭@npc_16018	\t干掉那些乃蛮斥候了吗？		\t王汗长期作为草原霸主，已经养成了一种骄横跋扈，残忍嗜杀的习性。我看就算这次我们助其击退乃蛮人，他的统治也不会长久。	104112	速不台	-1	-1	-1	-1	消灭5名@npc_16007	消灭1个@npc_16018					0		0
1043	-1	0	【剧场】通知木华黎	【剧场】通知木华黎	1041	1064	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t没想到这么快就消灭了乃蛮的前锋，你速去通知木华黎，告知他这里的情况，让他放心的对乃蛮大营发动进攻吧。	找到@npc_104115			\t速不台果然是个虎将，我刚刚完成侦查工作，他就已经把事情做完了。	104115	木华黎	-1	-1	-1	-1	找到@npc_104115						0		0
1045	-1	0	【剧场】青狼牙勇士	【剧场】青狼牙勇士	1043	-1	-1	25	-1	0	0	-1	-1	-1	12155	-1	-1	-1	-1	1	750	0	0	42941	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	10256100|10256110|10256120|10256130|10256140|10256150|10259200|10259201|10259202|10259203|10259204|10259205	1	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t这次乃蛮部的军队指挥不是屈出律，而是几个叫做青狼牙勇士的。他们很勇猛，如果能除掉他们，苍狼军便会斗志全无。你愿意去做这件事吗？	消灭@npc_16013	\t青狼牙这人勇猛有余，但谋略不足，否则他不会还未发现已经无法与屈出律联系了。		\t敌人大营已经乱成一团了，剩下的就交给我吧。	104115	木华黎	-1	-1	-1	-1	消灭@npc_16013						0		0
1046	-1	0	【剧场】乃蛮苍狼军	【剧场】乃蛮苍狼军	1043	-1	-1	25	-1	0	0	-1	-1	-1	12154	-1	-1	-1	-1	1	500	0	0	28627	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t你来看！这座大营便是乃蛮部苍狼族的老营所在！\n\t苍狼部族是乃蛮部的一支，但他们比一般的乃蛮人更加凶残暴虐。趁他们还没有准备，先除掉他们，否则等他们有了防备就难下手了。	消灭6名@npc_16010	\t据说参加苍狼军的都是乃蛮最勇猛的战士。		\t干得漂亮！这下给他们的打击够大了。	104115	木华黎	-1	-1	-1	-1	消灭6名@npc_16010						0		0
1047	-1	0	【剧场】奇怪的命令	【剧场】奇怪的命令	1045	1046	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t刚刚大汗传令兵送来大汗的指令，其实有一件事有些奇怪，大汗让郭靖速回大营，可郭靖压根就没有来这里，帮我回禀大汗这件事情吧。	找到@npc_104102			\t郭靖不在那？难道真像华筝说的那样？	104102	铁木真	-1	-1	0	1048	找到@npc_104102						0		0
1048	-1	0	【剧场】失踪的郭靖	【剧场】失踪的郭靖	1047	-1	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t刚刚华筝突然说郭靖是被桑昆骗走了，我一直当成是小孩子耍脾气，看来这件事应该是真的，具体的你去问问华筝吧，我手头还有一些事情要处理，拜托了！	找到@npc_104109			\t郭靖那个大笨蛋一定是被桑昆给骗走了，桑昆那人心狠手辣，不知道郭靖现在如何了！	104109	华筝	-1	-1	0	1049	找到@npc_104109						0		0
1049	-1	0	【剧场】询问王汗	【剧场】询问王汗	1048	-1	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t在你来之前，我已经求哲别和拖雷去找郭靖了。现在看来就是桑昆所为，能不能帮我去王汗那里问问这件事，桑昆不讲道理，王汗应该会提供帮助的。	找到@npc_104100			\t郭靖？乃蛮人已经被消灭了吗？还没有消灭乃蛮人，怎么因为这么一个小孩子来打扰我，我有许多事情要处理呢。	104100	王汗	-1	-1	0	1050	找到@npc_104100						0		0
1050	-1	0	【剧场】询问哲别	【剧场】询问哲别	1049	-1	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t想不到王汗如此傲慢，看来在他这里得不到什么线索，还是去找哲别吧。	找到@npc_104119			\t哈哈，也不知道郭靖这小子是怎么找到我的。我带兵在这边小心的埋伏起来，就是准备随时突袭乃蛮军营。	104119	哲别	-1	-1	0	1055	找到@npc_104119						0		0
1055	-1	0	【剧场】乃蛮王子屈出律	【剧场】乃蛮王子屈出律	1050	-1	-1	25	-1	0	0	-1	-1	-1	52153	-1	-1	-1	-1	1	750	0	0	42941	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t那些乃蛮萨满正在举行古老的黑暗祭祀。这个仪式的关键所在就是他们的组织者--乃蛮王子屈出律。一旦让他获取了某些邪恶力量，那将是整个蒙古的浩劫。\n\t取得他的白鹿杖，这个邪恶仪式就彻底失败了。怎么样，你有胆量去么？	消灭@npc_16012，夺取白鹿杖	那屈出律邪恶阴险，你要小心行事。		\t太好了，这仪式已经彻底失去了作用，屈出律的奸计破灭了！\n\t而且你寻回的是多年前就已失踪的草原圣物白鹿杖！	104119	哲别	-1	-1	-1	-1	消灭@npc_16012，夺取白鹿杖						0		0
1056	-1	0	【剧场】萨满法器	【剧场】萨满法器	1050	-1	-1	25	-1	0	0	-1	-1	-1	52150	-1	-1	-1	-1	1	500	0	0	28627	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t方才桑昆骗我来找他，还好我迷了路误了约定的时间。当我看到这丧心病狂的桑昆，他竟然抓了一批乞颜部以及克烈部士兵和牧民送给乃蛮部大萨满，进行邪恶的召唤仪式。\n\t那些乃蛮萨满们正在洞外准备施法。要是你能杀掉在做准备的萨满，把他们的法器夺走，应该可以阻止那法阵的运行。	消灭@npc_16008，夺取1个萨满法器	那仪式一定要被阻止。		\t真没想到，桑昆竟然为了一己之私，勾结乃蛮人使用如此邪恶的方法！	104118	郭靖	-1	-1	-1	-1	消灭@npc_16008，夺取1个萨满法器						0		0
1058	-1	0	【剧场】回禀铁木真	【剧场】回禀铁木真	1055	1056	1066	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	10276100|10276110|10276120|10276130|10276140|10276150|10279200|10279201|10279202|10279203|10279204|10279205	1	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t将得到白鹿杖的消息告诉铁木真吧，稍后我会把白鹿杖带给他，他才适合作这圣物的主人！	找到@npc_104102			\t竟有此事？看来我这金刀驸马确是吉人啊。只可恨我这义父……	104102	铁木真	-1	-1	0	1059	找到@npc_104102						0		0
1059	-1	0	【剧场】父子决裂	【剧场】父子决裂	1058	-1	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	13020014	1	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t这次和王汗合作，竟出现如此多匪夷所思之事，真是始料未及。想不到在义父危难之时我前来相救，竟差点被他联合敌人所害，还有我那安答札木合，他的动向也令人不安啊！\n\t罢了！你去告诉那王汗，我铁木真这义子，他不要也罢！	找到@npc_104100			\t哼！铁木真果然是一条野狼！我王汗从此没有他这义子，今后若再相见，一定会让他知道，在大草原上得罪我王汗，就是自寻死路！	104100	王汗	-1	-1	0	1065	找到@npc_104100						0		0
1062	-1	0	【剧场】失踪的侦察兵	【剧场】失踪的侦察兵	1040	-1	-1	25	-1	0	0	-1	-1	-1	22000	-1	-1	-1	-1	1	250	0	0	14314	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t不好！刚才我派出去的侦查小队回来了，但少了南托。他的家族和我们家族是世交，他的父亲把他托付给我，我怎能让他有什么差错？请你去寻找他吧！	找到@npc_104121			\t……	104121	尸体	-1	-1	0	1064	找到@npc_104121						0		0
1064	-1	0	【剧场】噬人猛兽	【剧场】噬人猛兽	1062	-1	-1	25	-1	-1	0	-1	-1	-1	12156	12181	-1	-1	-1	1	750	0	0	42941	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t尸体周围有巨大的掌痕和搏斗的痕迹，很可能是被乃蛮人饲养的猛兽所害。\n\t不能再让侦查敌情的乞颜部士兵遇害了，在附近找到猛兽并杀了它，顺便消灭驯兽师，以绝后患！	消灭@npc_16021，消灭@npc_16026	\t已经有侦察兵死于虎口，要立刻铲除这个祸害。		\t南托，南托！我回家如何面对你的父母呢？\n\t	104114	不里	-1	-1	-1	-1	消灭@npc_16021	消灭@npc_16026					0		0
1065	256103	1	【剧场】容忍神箭	【剧场】容忍神箭	1059	-1	-1	25	-1	-1	0	-1	-1	-1	22300	-1	-1	-1	-1	1	460	0	0	300000	0	0	1	2000	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t英雄与庸人的区别，很重要的一点就是英雄会审时度势，隐忍不发，不争一时之气。面对蒙古草原上虎视眈眈的群雄，铁木真忍辱负重，维护着与义父王汗的同盟关系。	找@npc_104103		放弃任务	\t历史从不曾化为尘埃，它会一直烙印在人们的心中。	104103	钥匙老人	-1	-1	0	-1	找@npc_104103						0		0
1066	-1	0	【剧场】乃蛮先知	【剧场】乃蛮先知	1050	-1	-1	25	-1	-1	0	-1	-1	-1	12183	-1	-1	-1	-1	1	750	0	0	42941	0	0	1	43	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t根据我们这段时间所查探到的情报来看，乃蛮部还隐藏着一股攻击力惊人的力量--乃蛮部先知。\n\t这个由三个先知组成的团队法术强大，我们至少要消灭其中一人使他们的配合攻势得以瓦解。	消灭@npc_16025	\t小心他们驯养的猛虎。		\t这下乃蛮部是没有丝毫的威胁性可言了。	104120	拖雷	-1	-1	-1	-1	消灭@npc_16025						0		0
#	苏门答腊		1050	1099																																																																							
#	楼兰边境剧情		1100	1199																																																																							
1100	300501	2	【个人】内政任务说明	【个人】内政任务说明	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						138562	@npcname_138562	-1	-1	-1	-1									1
1101	300100	2	【个人】征税任务说明	【个人】征税任务说明	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						137033	@npcname_137033	-1	-1	-1	-1									1
1102	310020	2	地下粮仓和五耀律诀	地下粮仓和五耀律诀	-1	-1	-1	40	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						129210	@npcname_129210	-1	-1	-1	-1							0		1
1103	310022	2	仙人谷和五耀律诀	仙人谷和五耀律诀	-1	-1	-1	40	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0						129210	@npcname_129210	-1	-1	-1	-1							0		1
#	PVP单次预留 		1200	1299																																																																							0
1200	300721	1	【好友】意气相投	【好友】意气相投	-1	-1	-1	30	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t为了让大家更多的结识朋友，为了让大家更快的增加好友度，您可以组队来找我领取好友任务。哪怕队中有陌生人，只要接取好友任务也会把你们自动加为好友。成功领取任务，会增加组队间好友的好友度。成功完成任务，您将获得经验奖励！	到山谷中消灭20只@npc_14011后向@npc_123759复命。				123759	好友管理员	-1	-1	-1	-1	除掉20只@npc_14011						1		1
1201	300722	1	【好友】意气相投	【好友】意气相投	-1	-1	-1	30	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t为了让大家更多的结识朋友，为了让大家更快的增加好友度，您可以组队来找我领取好友任务。哪怕队中有陌生人，只要接取好友任务也会把你们自动加为好友。成功领取任务，会增加组队间好友的好友度。成功完成任务，您将获得经验奖励！	到山谷中消灭20只@npc_14011后向@npc_137037复命。				126055	好友管理员	-1	-1	-1	-1	除掉20只@npc_14011						1		1
1202	300723	1	【好友】意气相投	【好友】意气相投	-1	-1	-1	30	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t为了让大家更多的结识朋友，为了让大家更快的增加好友度，您可以组队来找我领取好友任务。哪怕队中有陌生人，只要接取好友任务也会把你们自动加为好友。成功领取任务，会增加组队间好友的好友度。成功完成任务，您将获得经验奖励！	到山谷中消灭20只@npc_14011后向@npc_137037复命。				129057	好友管理员	-1	-1	-1	-1	除掉20只@npc_14011						1		1
1203	300724	1	【好友】意气相投	【好友】意气相投	-1	-1	-1	30	-1	0	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t为了让大家更多的结识朋友，为了让大家更快的增加好友度，您可以组队来找我领取好友任务。哪怕队中有陌生人，只要接取好友任务也会把你们自动加为好友。成功领取任务，会增加组队间好友的好友度。成功完成任务，您将获得经验奖励！	到山谷中消灭20只@npc_14011后向@npc_137037复命。				132055	好友管理员	-1	-1	-1	-1	除掉20只@npc_14011						1		1
#	副本试炼	1300	1400																																																																								0
1361	300501	2	【个人】内政任务	【个人】内政任务	-1	-1	-1	25	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					138562		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
#	楼兰																																																																										
1362	310010	2	【个人】天降宝箱	【个人】天降宝箱	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					123762		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
1363	-1	0	【个人】王国梁柱<四>	【个人】王国梁柱<四>	1323	-1	-1	21	-1	-1	0	-1	-1	-1	20000	-1	-1	-1	-1	1	180	0	0	3000	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t国家的正常运转不能只靠几个精英人物，因此，我们需要不断培养新的人才。去找@npc_138583吧，他会让你加速成长。	找到@npc_138583	\t你找我有什么事？	你放弃了【个人】王国梁柱<四>	\t你来了，很好！我国很需要像你这样的年轻勇士，并打算着重培养。每天你都可以到我这里来找些有挑战性的任务完成，你的成长会迅速加快。	138583		-1	-1	0	-1	找到@npc_138583						0		0
1364	300501	2	【个人】内政任务	【个人】内政任务	-1	-1	-1	25	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					139127		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
1365	300606	2	【帮会】帮会内政	【帮会】帮会内政	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					138562		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
#	天山																																																																										
1366	310007	2	【个人】天降宝箱	【个人】天降宝箱	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					126058		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
#	昆仑																																																																										
1367	310008	2	【个人】天降宝箱	【个人】天降宝箱	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					129060		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
#	敦煌																																																																										
1368	310009	2	【个人】天降宝箱	【个人】天降宝箱	-1	-1	-1	20	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	-1	0	0	\t作为国家一员，要承担起强盛国家的重任，每日内政大臣处理的事情成百上千，请你也助上一臂之力。\n\t你是否要接受任务？					132058		-1	-1	-1	-1						如果想要了解本任务的细节，请点击内政任务说明按钮。	1		1
